0 ,3.839927 ,3.826052 ,3.798302 ,3.770551 ,3.742801 ,3.71505 ,3.714798 ,3.744867 ,3.797407 ,3.8317 ,3.91183 ,4.139632 ,4.241886 ,4.098785 ,3.714957 ,3.125406 ,3.039368 ,3.38275 ,3.92715 ,3.743258 ,3.068043 ,2.42635 ,1.930483 ,1.742534 ,1.691919 ,1.84609 ,2.196551 ,1.993587 ,2.063002 ,1.774604 ,1.500722 ,1.050081 ,0.8415765 ,0.9832564 ,1.165593 ,1.054061 ,0.8744767 ,0.6148288 ,0.520803 ,0.5203391 ,0.5408073 ,0.5087441 ,0.6768656 ,0.7881207 ,0.6996312 ,0.4564506 ,0.2640611 ,0.1761648 ,0.1200042 ,0.04538535 ,0 ,0.2358535 ,0.2358535 ,0.2358535 ,0 ,0.08881494 ,0.08881494 ,0.1418591 ,0.0738243 ,0.08728612 ,0.0876436 ,0.1202651 ,0.160205 ,0.160205 ,0.1068033 ,0.06798576 ,0.0461871 ,0.0461871 ,0.03160301 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
1 ,3.84492 ,3.84492 ,3.84492 ,3.84492 ,3.84492 ,3.84492 ,3.857659 ,3.884447 ,3.960723 ,4.133425 ,4.346924 ,4.489482 ,4.389505 ,4.098425 ,3.775573 ,3.283471 ,3.075699 ,3.180317 ,3.491627 ,3.276391 ,2.742673 ,2.376444 ,2.169439 ,2.048232 ,1.90457 ,1.888498 ,2.146823 ,1.987909 ,2.061864 ,1.781743 ,1.484097 ,1.003387 ,0.7468805 ,0.7935432 ,0.9243638 ,0.8518424 ,0.8179385 ,0.6349035 ,0.6705099 ,0.5884322 ,0.7118488 ,0.5886426 ,0.6873071 ,0.6536442 ,0.6069593 ,0.4326323 ,0.295123 ,0.1831732 ,0.1082924 ,0.0302569 ,0.02671943 ,0.2101611 ,0.2101611 ,0.1834416 ,0 ,0.05920996 ,0.05920996 ,0.09457275 ,0.06306962 ,0.0810187 ,0.1140055 ,0.1218998 ,0.1395518 ,0.1068033 ,0.1031582 ,0.07727983 ,0.0627474 ,0.0307914 ,0.02106867 ,0 ,0 ,0 ,0 ,0 ,1.297859e-3 ,0.02920116 ,0.04760625 ,0.04630839 ,0.01840509 ,0 ,0 ,8.720517e-3 ,0.03147553 ,0.0665812 ,0.08711541 ,0.08776419 ,0.07021135 ,0.05265851 ,0.03510567 ,0.01755284 ,8.776419e-3 ,
2 ,3.86489 ,3.920391 ,4.031393 ,4.142395 ,4.253396 ,4.364398 ,4.403628 ,4.363713 ,4.294252 ,4.350534 ,4.412885 ,4.253258 ,4.005304 ,3.868099 ,4.025251 ,3.693301 ,3.267323 ,2.88009 ,2.983621 ,3.022228 ,2.833465 ,2.667185 ,2.466055 ,2.227405 ,2.057542 ,1.882879 ,1.906247 ,1.788745 ,1.814147 ,1.612873 ,1.37164 ,1.01959 ,0.9412894 ,0.8952617 ,0.8884599 ,0.8598571 ,0.7525523 ,0.6159397 ,0.6076275 ,0.541982 ,0.7447109 ,0.5666315 ,0.5859551 ,0.4188273 ,0.4092644 ,0.3736633 ,0.3166059 ,0.1921504 ,0.1099714 ,0.02462439 ,0.05134382 ,0.1671443 ,0.1755368 ,0.1755337 ,0.03510878 ,0.05632126 ,0.02960498 ,0.06496777 ,0.06306962 ,0.0810187 ,0.1168581 ,0.1332042 ,0.1152551 ,0.04405289 ,0.03560111 ,0.07120222 ,0.0922709 ,0.05666978 ,0.02106867 ,0 ,0 ,0 ,0 ,0 ,1.297859e-3 ,0.02920116 ,0.04760625 ,0.04630839 ,0.01840509 ,0 ,0 ,8.720517e-3 ,0.03147553 ,0.0665812 ,0.08711541 ,0.08776419 ,0.07021135 ,0.05265851 ,0.03510567 ,0.01755284 ,8.776419e-3 ,
3 ,3.894846 ,4.033598 ,4.311102 ,4.588607 ,4.866111 ,5.143615 ,5.22258 ,5.082611 ,4.804714 ,4.723826 ,4.715453 ,4.495078 ,4.13931 ,3.854754 ,3.827625 ,3.545085 ,3.175277 ,2.92667 ,3.037455 ,3.09916 ,2.879224 ,2.743465 ,2.686785 ,2.45681 ,2.097712 ,1.871129 ,1.810888 ,1.782773 ,1.662116 ,1.673252 ,1.680949 ,1.328641 ,1.100885 ,0.849108 ,0.8909428 ,0.8961083 ,0.7973256 ,0.6259969 ,0.6442335 ,0.5842994 ,0.8198617 ,0.618774 ,0.5728024 ,0.3245032 ,0.28498 ,0.2390116 ,0.2634249 ,0.2348864 ,0.18463 ,0.08513819 ,0.05134382 ,0.08852649 ,0.09691898 ,0.09691584 ,0.03510878 ,0.05632126 ,0.02960498 ,0.02960498 ,0.01385341 ,0.02282796 ,0.05842907 ,0.08017676 ,0.1068033 ,0.0749266 ,0.0749266 ,0.08464932 ,0.1230623 ,0.08746119 ,0.04213735 ,0 ,0.01995329 ,0.0555544 ,0.07745732 ,0.05750403 ,0.02320078 ,0.02920116 ,0.04760625 ,0.04630839 ,0.01840509 ,0 ,0 ,8.720517e-3 ,0.03147553 ,0.0665812 ,0.08711541 ,0.08776419 ,0.07021135 ,0.05265851 ,0.03510567 ,0.01755284 ,8.776419e-3 ,
4 ,3.884861 ,3.995862 ,4.217866 ,4.439869 ,4.661873 ,4.883876 ,4.936857 ,4.803452 ,4.559432 ,4.501405 ,4.492925 ,4.242177 ,3.850807 ,3.56236 ,3.632628 ,3.375118 ,3.091545 ,2.882517 ,3.183916 ,3.492608 ,3.317232 ,2.912742 ,2.554669 ,2.177215 ,2.030494 ,1.813247 ,1.811583 ,1.865131 ,1.763527 ,1.890408 ,1.82746 ,1.640344 ,1.419663 ,1.16436 ,1.029199 ,0.9647387 ,0.8415772 ,0.7153435 ,0.6352212 ,0.5915646 ,0.7325852 ,0.5801618 ,0.4823116 ,0.3527231 ,0.2652907 ,0.2156437 ,0.1995608 ,0.2546315 ,0.232678 ,0.2031817 ,0.1480121 ,0.1605704 ,0.1058007 ,0.1236321 ,0.1129563 ,0.1341688 ,0.08073624 ,0.0298433 ,0.02198602 ,0.02198602 ,0.02460034 ,0.03845376 ,0.07405487 ,0.0749266 ,0.0429706 ,0.05269333 ,0.0911063 ,0.08746119 ,0.04213735 ,0 ,0.01995329 ,0.0555544 ,0.07745732 ,0.05750403 ,0.02190292 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
5 ,3.904831 ,4.071334 ,4.404339 ,4.737344 ,5.070349 ,5.403354 ,5.38091 ,4.966502 ,4.332613 ,4.125112 ,4.242401 ,4.318004 ,4.01032 ,3.563922 ,3.480584 ,3.309902 ,3.360374 ,3.318017 ,3.65549 ,3.77148 ,3.294895 ,2.650153 ,2.272223 ,2.075557 ,2.114957 ,1.859543 ,1.889798 ,1.928904 ,1.789004 ,1.818057 ,1.577382 ,1.342861 ,1.155957 ,0.9639991 ,1.028364 ,0.8589327 ,0.9266963 ,0.8145435 ,0.7966399 ,0.619027 ,0.6285209 ,0.4760975 ,0.3432756 ,0.2740115 ,0.3287858 ,0.2921661 ,0.325829 ,0.3098953 ,0.3043774 ,0.2251352 ,0.1343645 ,0.1343645 ,0.07959472 ,0.07070989 ,0.1373713 ,0.1289788 ,0.1235394 ,0.02175356 ,0.07910236 ,0.09342656 ,0.09865521 ,0.09893396 ,0.09893396 ,0.09695304 ,0.03932549 ,0.03289256 ,0.0923742 ,0.0923742 ,0.06320602 ,0 ,0.01995329 ,0.0555544 ,0.07745732 ,0.05750403 ,0.02320078 ,0.02920116 ,0.04760625 ,0.04630839 ,0.01840509 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
6 ,3.84492 ,3.84492 ,3.84492 ,3.84492 ,3.84492 ,3.84492 ,3.832181 ,3.805393 ,3.844364 ,4.096209 ,4.407637 ,4.481688 ,4.14903 ,3.706338 ,3.754605 ,3.753585 ,3.646413 ,3.093112 ,2.927001 ,3.089158 ,3.078101 ,2.733565 ,2.441113 ,2.156713 ,2.226086 ,1.945184 ,2.078559 ,2.184356 ,2.16646 ,1.964055 ,1.524284 ,1.222443 ,1.138817 ,1.083008 ,1.006988 ,0.8053645 ,0.8541139 ,0.8321512 ,0.8141789 ,0.6281178 ,0.6077461 ,0.4679155 ,0.298863 ,0.2366004 ,0.2789677 ,0.3023622 ,0.3257567 ,0.327673 ,0.314857 ,0.2577995 ,0.1759105 ,0.1962824 ,0.1502577 ,0.1592074 ,0.1808726 ,0.1556951 ,0.1235394 ,0.02175356 ,0.07910236 ,0.09342656 ,0.09865521 ,0.08535929 ,0.04975818 ,0.04405289 ,0 ,9.722728e-3 ,0.0307914 ,0.0307914 ,0.02106867 ,0.041556 ,0.07285163 ,0.07285163 ,0.05869202 ,0.08210617 ,0.08340403 ,0.08391095 ,0.04760625 ,0.04630839 ,0.01840509 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
7 ,3.848248 ,3.857499 ,3.875999 ,3.894499 ,3.912999 ,3.9315 ,3.880711 ,3.753515 ,3.643876 ,3.779301 ,4.073401 ,4.300872 ,4.134581 ,3.818747 ,3.998217 ,4.113355 ,3.914364 ,3.119421 ,2.682677 ,2.754947 ,2.936682 ,2.78449 ,2.551882 ,2.183348 ,2.000343 ,1.984306 ,1.972821 ,2.064023 ,1.811836 ,1.645033 ,1.39352 ,1.004264 ,0.8850365 ,0.7581863 ,0.8783617 ,0.7838745 ,0.847012 ,0.7861887 ,0.7410649 ,0.5904503 ,0.528742 ,0.4157298 ,0.2741397 ,0.1692745 ,0.318544 ,0.3100161 ,0.4148812 ,0.2796384 ,0.2741205 ,0.1753571 ,0.09700558 ,0.1157959 ,0.1245409 ,0.1334938 ,0.1302336 ,0.1074525 ,0.1020131 ,0.05159686 ,0.1010884 ,0.1154126 ,0.1204029 ,0.09893396 ,0.07566473 ,0.06995944 ,0.01233189 ,9.722728e-3 ,0.0307914 ,0.0307914 ,0.02106867 ,0.041556 ,0.07285163 ,0.07285163 ,0.05869202 ,0.08210617 ,0.08340403 ,0.08391095 ,0.04760625 ,0.04630839 ,0.01840509 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
8 ,3.818293 ,3.744292 ,3.596289 ,3.448287 ,3.300285 ,3.152283 ,3.112716 ,3.192723 ,3.39325 ,3.607452 ,3.802846 ,3.948507 ,3.843559 ,3.605383 ,3.665096 ,3.837586 ,3.674357 ,3.032954 ,2.514012 ,2.53444 ,2.866422 ,2.952492 ,2.805161 ,2.438919 ,2.177826 ,2.105846 ,1.944896 ,1.849699 ,1.68754 ,1.624116 ,1.626673 ,1.315194 ,1.114088 ,0.9317502 ,0.9543854 ,0.8707908 ,0.7027759 ,0.5798018 ,0.543059 ,0.5452604 ,0.5001653 ,0.4814375 ,0.3376157 ,0.3376157 ,0.2773984 ,0.3505921 ,0.3223025 ,0.3417721 ,0.2404867 ,0.213654 ,0.1673661 ,0.1861564 ,0.2684873 ,0.2151197 ,0.1607282 ,0.05632126 ,0.02960498 ,0.03031995 ,0.06595806 ,0.09258463 ,0.09186966 ,0.05377591 ,0.05181311 ,0.05181311 ,0.02830889 ,0.0295235 ,0.0295235 ,0.04389421 ,0.03350115 ,0.07505715 ,0.1082903 ,0.1108045 ,0.0966449 ,0.1001058 ,0.08210617 ,0.05470979 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
9 ,3.874876 ,3.958127 ,4.124629 ,4.291132 ,4.457635 ,4.624137 ,4.587436 ,4.326657 ,3.904614 ,3.630274 ,3.560195 ,3.68169 ,3.549503 ,3.213362 ,3.110752 ,3.142251 ,3.278498 ,3.171111 ,3.069667 ,2.903576 ,2.788129 ,2.687966 ,2.551066 ,2.340077 ,2.095213 ,2.017523 ,1.779407 ,1.650146 ,1.388014 ,1.418097 ,1.483044 ,1.473597 ,1.113961 ,0.7937112 ,0.6787597 ,0.7004686 ,0.6816831 ,0.5545645 ,0.4557403 ,0.3982336 ,0.3640163 ,0.5064946 ,0.4314584 ,0.4263951 ,0.2934547 ,0.375997 ,0.4486963 ,0.4005893 ,0.2591926 ,0.1531177 ,0.2279318 ,0.2043968 ,0.2779826 ,0.1622232 ,0.1884292 ,0.1068033 ,0.08552642 ,0.05064028 ,0.08028226 ,0.1192112 ,0.1184962 ,0.08040248 ,0.05181311 ,0.05181311 ,0.02830889 ,0.0295235 ,0.0295235 ,0.04389421 ,0.03350115 ,0.03350115 ,0.03543862 ,0.03795289 ,0.03795289 ,0.01799959 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
