conotool csv
//HEADER//
invert,0
maxtheta,90 
maxphi,359 
thetastep,1 
phistep,1 
source,Autronics
filename,@Detector_Ang20190.csv
commondata,yes
datatype,Luminance
spotsize,N/A
spotinpower,N/A
//BODY//
Phi\Theta,0 ,1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23 ,24 ,25 ,26 ,27 ,28 ,29 ,30 ,31 ,32 ,33 ,34 ,35 ,36 ,37 ,38 ,39 ,40 ,41 ,42 ,43 ,44 ,45 ,46 ,47 ,48 ,49 ,50 ,51 ,52 ,53 ,54 ,55 ,56 ,57 ,58 ,59 ,60 ,61 ,62 ,63 ,64 ,65 ,66 ,67 ,68 ,69 ,70 ,71 ,72 ,73 ,74 ,75 ,76 ,77 ,78 ,79 ,80 ,81 ,82 ,83 ,84 ,85 ,86 ,87 ,88 ,89 ,90 ,
0 ,8.275742 ,8.123114 ,7.817859 ,7.512605 ,7.20735 ,6.902095 ,6.76555 ,6.815045 ,6.927653 ,6.727683 ,6.340096 ,6.087682 ,5.967117 ,5.831562 ,5.639389 ,5.072439 ,4.53904 ,3.792305 ,3.391683 ,3.077721 ,2.788835 ,2.585833 ,2.573952 ,2.670688 ,2.559171 ,2.221309 ,1.790543 ,1.653153 ,1.316773 ,1.153027 ,0.9987884 ,0.8135406 ,0.6829626 ,0.5066356 ,0.4753117 ,0.3920958 ,0.414021 ,0.3512678 ,0.2446627 ,0.03962305 ,0.07878383 ,0.1642486 ,0.1843733 ,0.2319605 ,0.1867234 ,0.1543905 ,0.05340167 ,0 ,0 ,0.01205998 ,0.02538251 ,0.02538251 ,0.01332253 ,0 ,0 ,0 ,0 ,0 ,0 ,0.03993985 ,0.03993985 ,0.03993985 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
1 ,8.31069 ,8.255189 ,8.144187 ,8.033185 ,7.922184 ,7.811182 ,7.708255 ,7.614233 ,7.417558 ,6.922314 ,6.326316 ,6.020138 ,5.840067 ,5.617185 ,5.43042 ,5.045926 ,4.686138 ,3.965166 ,3.484004 ,3.105626 ,2.79336 ,2.59724 ,2.484376 ,2.443373 ,2.36217 ,2.152321 ,1.822308 ,1.590377 ,1.203546 ,1.015402 ,0.9410852 ,0.7725384 ,0.7015124 ,0.5130802 ,0.5610435 ,0.4451804 ,0.4090778 ,0.3411351 ,0.2608807 ,0.1158942 ,0.1216297 ,0.1698235 ,0.1691941 ,0.2098585 ,0.1797004 ,0.13659 ,0.03560111 ,0 ,0 ,8.039989e-3 ,0.01692167 ,0.01692167 ,8.881684e-3 ,0 ,0 ,0 ,0 ,0 ,0 ,0.02662657 ,0.02662657 ,0.02662657 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
2 ,8.373929 ,8.494181 ,8.734685 ,8.975188 ,9.215692 ,9.456196 ,9.292775 ,8.683937 ,7.63697 ,6.568073 ,5.75171 ,5.50783 ,5.478853 ,5.397236 ,5.127708 ,4.690524 ,4.544962 ,4.313847 ,4.202018 ,3.851457 ,3.387329 ,3.000169 ,2.703516 ,2.446288 ,2.308256 ,1.957823 ,1.747986 ,1.605972 ,1.257949 ,1.068808 ,0.8597837 ,0.8155996 ,0.7017981 ,0.5290808 ,0.5616525 ,0.4708309 ,0.4361969 ,0.3673692 ,0.3227846 ,0.1885189 ,0.1752666 ,0.1095074 ,0.0873227 ,0.09432416 ,0.1066322 ,0.08507702 ,0.01775111 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
3 ,8.380586 ,8.519338 ,8.796842 ,9.074347 ,9.351851 ,9.629355 ,9.402574 ,8.619706 ,7.392473 ,6.413277 ,5.846623 ,5.739095 ,5.565165 ,5.200149 ,4.727871 ,4.213163 ,4.031588 ,3.835082 ,3.880541 ,3.749178 ,3.309693 ,3.017768 ,2.764993 ,2.663182 ,2.402745 ,1.936024 ,1.678092 ,1.5758 ,1.296702 ,1.126575 ,0.870554 ,0.7966706 ,0.666743 ,0.4985184 ,0.5766275 ,0.5375413 ,0.5155982 ,0.4202209 ,0.35787 ,0.2343252 ,0.1773617 ,0.08478401 ,0.07664524 ,0.07664524 ,0.07120222 ,0.03560111 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
4 ,8.343974 ,8.380974 ,8.454975 ,8.528976 ,8.602978 ,8.676979 ,8.371907 ,7.648823 ,6.633952 ,5.918905 ,5.565319 ,5.478853 ,5.245603 ,4.853991 ,4.462379 ,3.999556 ,3.861591 ,3.861591 ,4.149717 ,3.984635 ,3.309114 ,2.881953 ,2.816311 ,2.935718 ,2.582821 ,1.926327 ,1.570142 ,1.493898 ,1.338151 ,1.182417 ,0.9118395 ,0.8477397 ,0.7196367 ,0.5788343 ,0.5364315 ,0.4955125 ,0.4742995 ,0.4112638 ,0.3135127 ,0.2533406 ,0.2015193 ,0.1533254 ,0.09089143 ,0.07301221 ,0.03196808 ,3.876311e-3 ,0 ,0 ,0.02462439 ,0.02462439 ,0.02462439 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
5 ,8.294048 ,8.192296 ,7.988793 ,7.78529 ,7.581787 ,7.378284 ,7.172599 ,6.964508 ,6.793742 ,6.72938 ,6.640537 ,6.303324 ,5.660398 ,4.982719 ,4.796814 ,4.427996 ,4.134034 ,3.753966 ,3.788098 ,3.530347 ,2.884298 ,2.544039 ,2.618013 ,2.913789 ,2.620837 ,1.980645 ,1.525022 ,1.352282 ,1.344359 ,1.090697 ,0.9451518 ,0.8011429 ,0.7923439 ,0.636148 ,0.5321427 ,0.4432302 ,0.3947095 ,0.3573385 ,0.2325681 ,0.1997037 ,0.1973291 ,0.2329302 ,0.1920514 ,0.1247255 ,0.07127441 ,0.02162742 ,0.01775111 ,0 ,0.02462439 ,0.02462439 ,0.02462439 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
6 ,8.280734 ,8.141982 ,7.864478 ,7.586973 ,7.309469 ,7.031965 ,6.876563 ,6.855807 ,6.89976 ,6.768558 ,6.403135 ,5.808076 ,5.186004 ,4.750992 ,4.919361 ,4.787765 ,4.445594 ,3.769782 ,3.495213 ,3.231646 ,2.893135 ,2.625912 ,2.58425 ,2.619851 ,2.496162 ,1.976776 ,1.467225 ,1.097918 ,1.127617 ,0.9873731 ,0.946353 ,0.8810525 ,0.9826822 ,0.9348917 ,0.8065681 ,0.6254105 ,0.4595943 ,0.3743112 ,0.2404251 ,0.2709335 ,0.2353324 ,0.3098742 ,0.2222095 ,0.1548836 ,0.07127441 ,0.02162742 ,0.01775111 ,0 ,0.02462439 ,0.02462439 ,0.02462439 ,9.395163e-3 ,0.01778766 ,0.01778766 ,8.392494e-3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
7 ,8.280734 ,8.141982 ,7.864478 ,7.586973 ,7.309469 ,7.031965 ,6.94026 ,7.053442 ,7.316075 ,7.449022 ,7.260982 ,6.565492 ,5.778307 ,5.250797 ,5.413291 ,5.198509 ,4.665108 ,3.894821 ,3.591856 ,3.533861 ,3.45563 ,3.015481 ,2.539726 ,2.206302 ,2.101328 ,1.775622 ,1.297946 ,1.105737 ,1.089188 ,0.990163 ,0.847201 ,0.7648686 ,0.8130466 ,0.780971 ,0.7033037 ,0.5753812 ,0.3944468 ,0.3029293 ,0.2226113 ,0.2061791 ,0.2708553 ,0.2796379 ,0.2521756 ,0.1087415 ,0.09089149 ,0.05529037 ,0.05335222 ,0 ,0 ,0 ,0 ,9.395163e-3 ,0.01778766 ,0.01778766 ,8.392494e-3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
8 ,8.294048 ,8.192296 ,7.988793 ,7.78529 ,7.581787 ,7.378284 ,7.312732 ,7.399304 ,7.504903 ,7.267473 ,6.643597 ,5.725291 ,5.051175 ,4.799468 ,5.130504 ,4.930387 ,4.325784 ,3.520096 ,3.396035 ,3.561536 ,3.575422 ,3.118945 ,2.631347 ,2.222793 ,2.094104 ,1.766727 ,1.365337 ,1.140892 ,0.9617661 ,0.884946 ,0.7100816 ,0.7217394 ,0.6897636 ,0.685271 ,0.6243418 ,0.5587143 ,0.3738838 ,0.266638 ,0.2309048 ,0.2773814 ,0.281733 ,0.2494716 ,0.1864081 ,0.1032985 ,0.07314038 ,0.1050629 ,0.1031247 ,0.06752361 ,0 ,0 ,0 ,9.395163e-3 ,0.01778766 ,0.01778766 ,8.392494e-3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
9 ,8.333988 ,8.343239 ,8.361739 ,8.380239 ,8.398739 ,8.41724 ,8.251796 ,7.883513 ,7.372113 ,7.002103 ,6.655847 ,6.081851 ,5.510295 ,5.193927 ,5.348696 ,5.297666 ,4.914838 ,4.333092 ,3.993245 ,3.779806 ,3.497312 ,3.035073 ,2.616801 ,2.2639 ,1.774801 ,1.541267 ,1.278773 ,1.366722 ,1.080118 ,0.9275752 ,0.7586874 ,0.6616008 ,0.5192963 ,0.4156971 ,0.3835673 ,0.3839003 ,0.2892864 ,0.2234336 ,0.2318833 ,0.2206985 ,0.3180079 ,0.2845101 ,0.2676032 ,0.1251987 ,0.07871157 ,0.1031247 ,0.1031247 ,0.06752361 ,0 ,0 ,0.02671943 ,0.02671943 ,0.02671943 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
