conotool csv
//HEADER//
invert,0
maxtheta,90 
maxphi,359 
thetastep,1 
phistep,1 
source,Autronics
filename,@Detector_Ang20080.csv
commondata,yes
datatype,Luminance
spotsize,N/A
spotinpower,N/A
//BODY//
Phi\Theta,0 ,1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23 ,24 ,25 ,26 ,27 ,28 ,29 ,30 ,31 ,32 ,33 ,34 ,35 ,36 ,37 ,38 ,39 ,40 ,41 ,42 ,43 ,44 ,45 ,46 ,47 ,48 ,49 ,50 ,51 ,52 ,53 ,54 ,55 ,56 ,57 ,58 ,59 ,60 ,61 ,62 ,63 ,64 ,65 ,66 ,67 ,68 ,69 ,70 ,71 ,72 ,73 ,74 ,75 ,76 ,77 ,78 ,79 ,80 ,81 ,82 ,83 ,84 ,85 ,86 ,87 ,88 ,89 ,90 ,
0 ,4.821128 ,4.862753 ,4.946005 ,5.029256 ,5.112507 ,5.195759 ,5.196517 ,5.106309 ,4.918182 ,4.702925 ,4.556586 ,4.60913 ,4.939666 ,5.397366 ,5.646516 ,5.490935 ,5.107206 ,4.433554 ,3.646678 ,3.029335 ,2.86746 ,3.162662 ,3.303572 ,3.227091 ,3.158731 ,3.229784 ,3.318238 ,3.228279 ,3.029972 ,2.848328 ,2.583481 ,2.472252 ,2.362447 ,2.201531 ,2.028892 ,1.96388 ,2.151156 ,2.20275 ,1.896513 ,1.506388 ,1.344107 ,1.31019 ,1.383716 ,0.9873554 ,0.794344 ,0.452637 ,0.5339369 ,0.4886999 ,0.6049389 ,0.4970428 ,0.4489474 ,0.4536921 ,0.3841262 ,0.3307292 ,0.1836565 ,0.1140715 ,0.1222306 ,0.08423965 ,0.1612687 ,0.2331239 ,0.2370454 ,0.2374635 ,0.2324275 ,0.2337351 ,0.1472937 ,0.05898823 ,0.02179866 ,0.04817659 ,0.04817659 ,0.05754493 ,0.08456866 ,0.1115681 ,0.08040106 ,0.03936872 ,0.0638242 ,0.07537092 ,0.0630016 ,0.01924613 ,0.04756493 ,0.08516882 ,0.08779715 ,0.04793164 ,0.01032775 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
1 ,4.80615 ,4.80615 ,4.80615 ,4.80615 ,4.80615 ,4.80615 ,4.704235 ,4.489935 ,4.191568 ,3.958727 ,3.91515 ,4.191617 ,4.726728 ,5.295038 ,5.467702 ,5.246204 ,4.820959 ,4.402488 ,3.938726 ,3.49249 ,3.338714 ,3.485721 ,3.564938 ,3.416805 ,3.344374 ,3.509419 ,3.659669 ,3.459358 ,3.075925 ,2.756745 ,2.571648 ,2.348257 ,2.246604 ,2.075982 ,2.071465 ,1.940787 ,1.937621 ,1.947237 ,1.840831 ,1.566362 ,1.392115 ,1.220419 ,1.303621 ,1.055164 ,0.8801015 ,0.5511635 ,0.5468461 ,0.4756439 ,0.5193747 ,0.3972199 ,0.3972199 ,0.400383 ,0.3456133 ,0.3634447 ,0.2754317 ,0.2314381 ,0.1211275 ,0.08576475 ,0.1075124 ,0.1554159 ,0.1580302 ,0.158309 ,0.1549516 ,0.1558234 ,0.1018409 ,0.06884899 ,0.04405594 ,0.05799611 ,0.05223351 ,0.07330218 ,0.091318 ,0.08920182 ,0.0536007 ,0.02624581 ,0.04254947 ,0.05024728 ,0.04200106 ,0.01283076 ,0.03170995 ,0.05677921 ,0.05853143 ,0.03195442 ,6.885167e-3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
2 ,4.796165 ,4.768414 ,4.712914 ,4.657413 ,4.601912 ,4.546411 ,4.431251 ,4.250302 ,4.007855 ,3.770792 ,3.682561 ,3.931757 ,4.371378 ,4.798338 ,4.967872 ,4.937983 ,4.809376 ,4.523766 ,4.085034 ,3.734784 ,3.786572 ,3.971066 ,4.02905 ,3.587678 ,3.140465 ,3.223451 ,3.45152 ,3.470864 ,3.004681 ,2.713057 ,2.721617 ,2.530877 ,2.408048 ,2.167504 ,2.100074 ,1.849033 ,1.675927 ,1.653521 ,1.671288 ,1.442677 ,1.231838 ,1.020335 ,1.135303 ,1.020311 ,0.884871 ,0.6703978 ,0.59294 ,0.4878551 ,0.4211632 ,0.3346094 ,0.2794398 ,0.3197856 ,0.2922245 ,0.3545419 ,0.2603939 ,0.2780066 ,0.1657639 ,0.1459313 ,0.1006117 ,0.1059614 ,0.1085757 ,0.1227079 ,0.1316824 ,0.1288298 ,0.07484734 ,0.06512461 ,0.0295235 ,0.04389421 ,0.05361693 ,0.06844005 ,0.05042422 ,0.03242463 ,0.03950444 ,0.04775066 ,0.06445239 ,0.05024728 ,0.04200106 ,0.01283076 ,0.03170995 ,0.05677921 ,0.05853143 ,0.03195442 ,6.885167e-3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
3 ,4.759553 ,4.630051 ,4.371047 ,4.112042 ,3.853038 ,3.594034 ,3.553456 ,3.753741 ,4.123753 ,4.325285 ,4.413482 ,4.568453 ,4.924548 ,5.314937 ,5.395488 ,5.03037 ,4.549939 ,4.274672 ,4.095911 ,3.843528 ,3.877515 ,4.082789 ,4.220359 ,3.897167 ,3.410582 ,3.60969 ,3.699699 ,3.64629 ,2.987318 ,2.509844 ,2.469381 ,2.466767 ,2.55592 ,2.439496 ,2.189952 ,1.745438 ,1.396023 ,1.246499 ,1.432552 ,1.308008 ,1.15591 ,0.8610818 ,0.8389236 ,0.9269392 ,0.8750091 ,0.8077897 ,0.5590602 ,0.4825138 ,0.4223474 ,0.4413903 ,0.3666506 ,0.3498398 ,0.3471036 ,0.3915864 ,0.3317003 ,0.2969269 ,0.1970763 ,0.1669699 ,0.09990263 ,0.05734881 ,0.09009727 ,0.09037602 ,0.09037602 ,0.05390318 ,0.03552185 ,0.06140024 ,0.0295235 ,0.04389421 ,0.05361693 ,0.06844005 ,0.05042422 ,0.03242463 ,0.05320263 ,0.08055752 ,0.06425386 ,0.05655605 ,0.04760625 ,0.04630839 ,0.01840509 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
4 ,4.749567 ,4.592315 ,4.27781 ,3.963305 ,3.6488 ,3.334295 ,3.395127 ,3.86985 ,4.602634 ,4.955751 ,4.97173 ,4.920293 ,5.053849 ,5.214197 ,5.102454 ,4.68707 ,4.293446 ,4.194992 ,4.221967 ,4.08684 ,4.034038 ,4.085234 ,4.154112 ,3.969069 ,3.593658 ,3.550941 ,3.354608 ,3.146797 ,2.993681 ,2.875542 ,3.019898 ,2.944208 ,2.773477 ,2.398064 ,1.865394 ,1.555877 ,1.641459 ,1.572631 ,1.661467 ,1.387772 ,1.272658 ,1.110982 ,0.9425589 ,0.9148315 ,0.7916991 ,0.7102818 ,0.4874254 ,0.4411359 ,0.507711 ,0.5345436 ,0.3939459 ,0.3142387 ,0.3282875 ,0.3103911 ,0.2760706 ,0.2601134 ,0.27952 ,0.2240862 ,0.2005144 ,0.1366836 ,0.1335927 ,0.09037602 ,0.09037602 ,0.05390318 ,0.03187674 ,0.03187674 ,0 ,0.03603164 ,0.0670023 ,0.0670023 ,0.03097066 ,0.01760152 ,0.06690082 ,0.1216106 ,0.1066048 ,0.1131121 ,0.0952125 ,0.09261678 ,0.03681018 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
5 ,4.756224 ,4.617472 ,4.339968 ,4.062463 ,3.784959 ,3.507455 ,3.581363 ,4.042781 ,4.707216 ,4.912605 ,4.715001 ,4.428334 ,4.475172 ,4.697885 ,4.712864 ,4.230371 ,3.680546 ,3.618694 ,3.995564 ,4.112455 ,3.90569 ,3.740138 ,3.702475 ,3.879089 ,3.834717 ,3.934254 ,3.50476 ,2.933452 ,2.645855 ,2.614608 ,2.84556 ,2.738566 ,2.484032 ,2.093226 ,1.671804 ,1.58762 ,1.790726 ,1.846643 ,1.784688 ,1.527734 ,1.452181 ,1.283825 ,1.145096 ,1.020413 ,0.8330425 ,0.6944688 ,0.4696743 ,0.4518243 ,0.4827983 ,0.4981498 ,0.4714303 ,0.3823279 ,0.3638643 ,0.2837186 ,0.2743235 ,0.2371537 ,0.2441682 ,0.172966 ,0.1849583 ,0.1603535 ,0.1247524 ,0.08915131 ,0.08353411 ,0.1116865 ,0.07608536 ,0.06375347 ,0 ,0.03603164 ,0.0670023 ,0.0670023 ,0.03097066 ,0 ,0.04109457 ,0.1231593 ,0.1270528 ,0.1696682 ,0.1428188 ,0.1389252 ,0.05521527 ,0 ,0 ,8.720517e-3 ,0.03147553 ,0.0665812 ,0.08711541 ,0.08776419 ,0.07021135 ,0.05265851 ,0.03510567 ,0.01755284 ,8.776419e-3 ,
6 ,4.78618 ,4.730679 ,4.619677 ,4.508675 ,4.397674 ,4.286672 ,4.336618 ,4.564045 ,4.821701 ,4.700691 ,4.28149 ,3.84761 ,3.736445 ,3.882555 ,4.156564 ,4.150087 ,4.151734 ,4.121505 ,4.377205 ,4.533068 ,4.426465 ,4.246422 ,3.869796 ,3.755627 ,3.688168 ,3.610212 ,3.421856 ,2.878677 ,2.836947 ,2.631882 ,3.007265 ,2.678563 ,2.524034 ,1.775615 ,1.646884 ,1.631583 ,2.151432 ,2.124562 ,1.893919 ,1.53078 ,1.376114 ,1.227031 ,1.092765 ,0.9779305 ,0.80679 ,0.6269452 ,0.4285021 ,0.581604 ,0.6024328 ,0.5894948 ,0.4988001 ,0.3542168 ,0.3105757 ,0.1502686 ,0.1946246 ,0.2242295 ,0.2331762 ,0.1366466 ,0.1564962 ,0.1478187 ,0.1447277 ,0.07324676 ,0.05865502 ,0.05778329 ,0.04420862 ,0.03187674 ,0 ,0.03603164 ,0.0670023 ,0.0670023 ,0.03097066 ,0 ,0.04109457 ,0.1231593 ,0.125755 ,0.140467 ,0.1124085 ,0.140281 ,0.09349847 ,0.03949227 ,9.024102e-3 ,8.720517e-3 ,0.03147553 ,0.0665812 ,0.08711541 ,0.08776419 ,0.07021135 ,0.05265851 ,0.03510567 ,0.01755284 ,8.776419e-3 ,
7 ,4.772866 ,4.680365 ,4.495362 ,4.310359 ,4.125356 ,3.940353 ,3.951407 ,4.178657 ,4.496732 ,4.498477 ,4.284023 ,4.147672 ,4.03634 ,3.889691 ,3.901898 ,3.894154 ,4.012213 ,3.847737 ,3.867077 ,3.913692 ,3.898706 ,3.943996 ,3.751159 ,3.678155 ,3.594467 ,3.685447 ,3.494679 ,3.113249 ,2.707365 ,2.327552 ,2.412733 ,2.184451 ,2.273956 ,1.818839 ,1.959861 ,1.897157 ,2.104897 ,1.951352 ,1.621821 ,1.233029 ,1.059575 ,0.9888429 ,0.9993983 ,0.9292619 ,0.875613 ,0.8251453 ,0.5939587 ,0.7668268 ,0.6727226 ,0.6746578 ,0.5376752 ,0.4517359 ,0.3728462 ,0.1770029 ,0.1407615 ,0.132369 ,0.1110921 ,0.08552642 ,0.1132333 ,0.1258327 ,0.12298 ,0.07324676 ,0.05865502 ,0.05778329 ,0.07616462 ,0.06383273 ,0.03195599 ,0.01801582 ,0.03350115 ,0.03350115 ,0.03543862 ,0.0555544 ,0.1048537 ,0.1396102 ,0.1053069 ,0.08391095 ,0.06480227 ,0.09397258 ,0.07509338 ,0.03949227 ,9.024102e-3 ,8.720517e-3 ,0.03147553 ,0.0665812 ,0.08711541 ,0.08776419 ,0.07021135 ,0.05265851 ,0.03510567 ,0.01755284 ,8.776419e-3 ,
8 ,4.759553 ,4.630051 ,4.371047 ,4.112042 ,3.853038 ,3.594034 ,3.553456 ,3.753741 ,4.116973 ,4.293532 ,4.372892 ,4.590163 ,4.658006 ,4.471966 ,4.231074 ,4.284323 ,4.53735 ,4.634811 ,4.597647 ,4.4476 ,4.297852 ,4.148325 ,3.915887 ,3.594741 ,3.403621 ,3.238938 ,3.331533 ,3.145664 ,3.14797 ,2.591315 ,2.574806 ,2.359932 ,2.486915 ,2.117747 ,2.101984 ,1.895556 ,1.952607 ,1.781563 ,1.656391 ,1.360242 ,1.131999 ,0.9829156 ,0.8660852 ,0.8723355 ,0.8433028 ,0.8508579 ,0.6386117 ,0.8008904 ,0.7295712 ,0.7827583 ,0.6030996 ,0.528137 ,0.4095001 ,0.2581364 ,0.221895 ,0.1294803 ,0.102764 ,0.1125611 ,0.1560195 ,0.1649941 ,0.1267786 ,0.09089879 ,0.05865502 ,0.08966003 ,0.1399973 ,0.1276655 ,0.06391199 ,0 ,0 ,0 ,0.01995329 ,0.0555544 ,0.09115551 ,0.09855712 ,0.06295601 ,0.02735489 ,0.01719602 ,0.04766419 ,0.05668829 ,0.03949227 ,9.024102e-3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
9 ,4.742911 ,4.567158 ,4.215652 ,3.864147 ,3.512642 ,3.161136 ,3.094236 ,3.341178 ,3.842237 ,4.212247 ,4.433605 ,4.582369 ,4.509061 ,4.250663 ,4.114189 ,3.982348 ,3.907369 ,4.008225 ,4.381969 ,4.460252 ,4.232471 ,3.909012 ,3.726714 ,3.400575 ,3.141996 ,2.937177 ,2.982817 ,2.847899 ,2.828428 ,2.68486 ,2.533318 ,2.490468 ,2.154261 ,2.078074 ,1.804548 ,1.784852 ,1.738494 ,1.738052 ,1.604699 ,1.254245 ,1.12707 ,1.01856 ,0.932053 ,0.8918244 ,0.8573486 ,0.8563758 ,0.6938755 ,0.7600393 ,0.6941789 ,0.678099 ,0.460958 ,0.420015 ,0.3020831 ,0.2398306 ,0.1585929 ,0.07899819 ,0.04684254 ,0.09247913 ,0.1498279 ,0.1907787 ,0.1224291 ,0.1006814 ,0.05078564 ,0.1116865 ,0.1399973 ,0.1276655 ,0.06391199 ,0 ,0 ,0 ,0.01995329 ,0.0555544 ,0.07745732 ,0.05750403 ,0.02190292 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
