conotool csv
//HEADER//
invert,0
maxtheta,90 
maxphi,359 
thetastep,1 
phistep,1 
source,Autronics
filename,@Detector_Ang10690.csv
commondata,yes
datatype,Luminance
spotsize,N/A
spotinpower,N/A
//BODY//
Phi\Theta,0 ,1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23 ,24 ,25 ,26 ,27 ,28 ,29 ,30 ,31 ,32 ,33 ,34 ,35 ,36 ,37 ,38 ,39 ,40 ,41 ,42 ,43 ,44 ,45 ,46 ,47 ,48 ,49 ,50 ,51 ,52 ,53 ,54 ,55 ,56 ,57 ,58 ,59 ,60 ,61 ,62 ,63 ,64 ,65 ,66 ,67 ,68 ,69 ,70 ,71 ,72 ,73 ,74 ,75 ,76 ,77 ,78 ,79 ,80 ,81 ,82 ,83 ,84 ,85 ,86 ,87 ,88 ,89 ,90 ,
0 ,0.3503655 ,0.4336168 ,0.6001194 ,0.766622 ,0.9331246 ,1.099627 ,1.101144 ,0.920728 ,0.6665012 ,0.6855061 ,0.8596833 ,0.891278 ,0.6924605 ,0.4617493 ,0.4717657 ,0.4708532 ,0.4807712 ,0.4315487 ,0.4832431 ,0.4689966 ,0.4011085 ,0.4049578 ,0.4398991 ,0.5077872 ,0.6239763 ,0.6239763 ,0.6239763 ,0.5135066 ,0.6158837 ,0.8697291 ,0.9227126 ,0.7684486 ,0.546667 ,0.4165323 ,0.4150176 ,0.4094048 ,0.3841815 ,0.451824 ,0.6126316 ,0.7889179 ,0.6841903 ,0.5340043 ,0.449729 ,0.5848956 ,0.7618747 ,0.843391 ,0.8199283 ,0.4990732 ,0.3990353 ,0.4725614 ,0.7129247 ,0.7652893 ,0.639275 ,0.4922951 ,0.5043791 ,0.5002367 ,0.6628044 ,0.8065262 ,0.8627196 ,0.7669735 ,0.5676337 ,0.6459726 ,0.4878594 ,0.3148175 ,0.2102308 ,0.2907088 ,0.5261142 ,0.6113614 ,0.6588229 ,0.6459566 ,0.5532606 ,0.4496315 ,0.3338959 ,0.2934106 ,0.3243036 ,0.4080135 ,0.5921989 ,0.8168166 ,0.8007874 ,0.6323998 ,0.4469625 ,0.4065218 ,0.3758607 ,0.2816146 ,0.2295315 ,0.2458812 ,0.3248689 ,0.4038567 ,0.4828445 ,0.5618322 ,0.6013261 ,
1 ,0.3437087 ,0.4084597 ,0.5379617 ,0.6674638 ,0.7969658 ,0.9264678 ,0.9149083 ,0.7477971 ,0.5076849 ,0.4746314 ,0.5909649 ,0.6727752 ,0.6480446 ,0.6112026 ,0.6653293 ,0.5819368 ,0.5191545 ,0.4491451 ,0.4786305 ,0.403719 ,0.3336167 ,0.3704746 ,0.3937688 ,0.4186492 ,0.6047977 ,0.6476481 ,0.704206 ,0.5689104 ,0.6387651 ,0.7611585 ,0.7509051 ,0.6741378 ,0.5335342 ,0.4204755 ,0.4143469 ,0.430405 ,0.5347809 ,0.5880424 ,0.6502611 ,0.6608273 ,0.5391876 ,0.4927005 ,0.4995804 ,0.5737504 ,0.7272387 ,0.8098268 ,0.8312831 ,0.5676533 ,0.4454221 ,0.5422503 ,0.6811156 ,0.6459125 ,0.6156152 ,0.5265134 ,0.5963765 ,0.5203815 ,0.6129224 ,0.6733742 ,0.7108365 ,0.6363064 ,0.5088802 ,0.5967072 ,0.5568834 ,0.4395412 ,0.3415059 ,0.4345828 ,0.6379289 ,0.7050555 ,0.7050555 ,0.6552126 ,0.5046277 ,0.4146298 ,0.380615 ,0.361871 ,0.3489593 ,0.3806586 ,0.5492088 ,0.7027891 ,0.6907767 ,0.5851824 ,0.4633097 ,0.4097723 ,0.3642623 ,0.2940509 ,0.2529825 ,0.251685 ,0.2867906 ,0.3218963 ,0.357002 ,0.3921077 ,0.4096605 ,
2 ,0.3403803 ,0.3958812 ,0.5068829 ,0.6178846 ,0.7288864 ,0.8398881 ,0.8408995 ,0.720622 ,0.5172413 ,0.4050445 ,0.4145276 ,0.5344704 ,0.6702076 ,0.7706554 ,0.7535229 ,0.563327 ,0.5037487 ,0.5361634 ,0.6523995 ,0.5823491 ,0.5076182 ,0.5476708 ,0.5564266 ,0.5345756 ,0.6345218 ,0.6674085 ,0.7165571 ,0.6048652 ,0.6724428 ,0.7558777 ,0.7105808 ,0.5329119 ,0.4190341 ,0.4082861 ,0.5602903 ,0.5320967 ,0.642796 ,0.5901391 ,0.6605379 ,0.6220454 ,0.626197 ,0.6019523 ,0.5353983 ,0.5008269 ,0.5254431 ,0.6989493 ,0.7223438 ,0.6672731 ,0.4976324 ,0.6185806 ,0.6647941 ,0.6150532 ,0.5626671 ,0.5894546 ,0.6674321 ,0.5182038 ,0.4930008 ,0.5023214 ,0.553637 ,0.5254074 ,0.4421402 ,0.6177943 ,0.6177943 ,0.6024218 ,0.4455974 ,0.5167997 ,0.6226905 ,0.6833879 ,0.7236194 ,0.7615525 ,0.6414023 ,0.4751735 ,0.3841162 ,0.350569 ,0.3723586 ,0.403551 ,0.5912099 ,0.700221 ,0.6273568 ,0.471624 ,0.3462469 ,0.354584 ,0.3819675 ,0.3596413 ,0.3264143 ,0.3013709 ,0.283818 ,0.2662652 ,0.2487123 ,0.2311595 ,0.2223831 ,
3 ,0.3303952 ,0.3581456 ,0.4136465 ,0.4691473 ,0.5246482 ,0.580149 ,0.5933941 ,0.5600429 ,0.4770056 ,0.3813355 ,0.3281912 ,0.392042 ,0.5864152 ,0.7823646 ,0.7062225 ,0.4989372 ,0.3763255 ,0.4194754 ,0.4422292 ,0.4044084 ,0.464039 ,0.5772316 ,0.6045406 ,0.573032 ,0.6629778 ,0.735223 ,0.7131693 ,0.7255579 ,0.6496105 ,0.6350174 ,0.4504572 ,0.4611051 ,0.5592094 ,0.597854 ,0.6960674 ,0.6161384 ,0.720743 ,0.5906495 ,0.6256481 ,0.5790168 ,0.6478444 ,0.5666233 ,0.5362998 ,0.4333728 ,0.5771004 ,0.6549913 ,0.7725414 ,0.6641185 ,0.537377 ,0.5193128 ,0.6278469 ,0.5315281 ,0.5370004 ,0.4302651 ,0.5082427 ,0.4646143 ,0.4680597 ,0.407608 ,0.4136041 ,0.4279283 ,0.4713724 ,0.4933988 ,0.4933988 ,0.6516733 ,0.6369371 ,0.7081393 ,0.6546465 ,0.7014037 ,0.716889 ,0.6628419 ,0.5176389 ,0.3769526 ,0.361466 ,0.3731731 ,0.3229642 ,0.2993639 ,0.3260152 ,0.3692865 ,0.402235 ,0.4234366 ,0.3982251 ,0.3356315 ,0.3286887 ,0.4123594 ,0.4612693 ,0.4388209 ,0.3510567 ,0.2632926 ,0.1755284 ,0.08776419 ,0.04388209 ,
4 ,0.3370519 ,0.3833027 ,0.4758041 ,0.5683055 ,0.660807 ,0.7533084 ,0.8051089 ,0.8120275 ,0.7657402 ,0.6929318 ,0.6218373 ,0.5945672 ,0.6638309 ,0.7441398 ,0.6167142 ,0.4193916 ,0.2887718 ,0.3679232 ,0.4857711 ,0.5541914 ,0.5826494 ,0.590348 ,0.6115962 ,0.6047219 ,0.6140937 ,0.5869174 ,0.4886637 ,0.4989852 ,0.4540848 ,0.6020071 ,0.5188313 ,0.5765471 ,0.5944739 ,0.6626249 ,0.7313657 ,0.6334697 ,0.6290722 ,0.4908122 ,0.5705963 ,0.6034607 ,0.6885085 ,0.5750258 ,0.4875461 ,0.3688353 ,0.4647526 ,0.6016391 ,0.7138158 ,0.6675263 ,0.4950387 ,0.4613237 ,0.6766627 ,0.6504568 ,0.5700569 ,0.3743529 ,0.4005588 ,0.4005588 ,0.3842407 ,0.4198418 ,0.4831498 ,0.5261224 ,0.5261224 ,0.5391396 ,0.504933 ,0.6324399 ,0.5634051 ,0.581456 ,0.5026226 ,0.6574748 ,0.7263108 ,0.6984153 ,0.5476152 ,0.3525303 ,0.2879465 ,0.2874666 ,0.2544612 ,0.2472703 ,0.2536039 ,0.3680774 ,0.4722281 ,0.5302399 ,0.5050284 ,0.4249938 ,0.372541 ,0.3860003 ,0.3938418 ,0.3700959 ,0.3174374 ,0.2647789 ,0.2121204 ,0.1594618 ,0.1331326 ,
5 ,0.3303952 ,0.3581456 ,0.4136465 ,0.4691473 ,0.5246482 ,0.580149 ,0.6061336 ,0.5995698 ,0.565692 ,0.5428303 ,0.5340167 ,0.5340167 ,0.6072409 ,0.6964712 ,0.5994192 ,0.3921338 ,0.1604992 ,0.2404512 ,0.465767 ,0.6793737 ,0.7215174 ,0.6646069 ,0.658268 ,0.6172651 ,0.642894 ,0.602758 ,0.5230495 ,0.4522384 ,0.3681123 ,0.5704832 ,0.6000873 ,0.7290054 ,0.6081531 ,0.5355017 ,0.4659825 ,0.4268963 ,0.4451804 ,0.4095793 ,0.5969067 ,0.7148948 ,0.7287404 ,0.6440783 ,0.6048017 ,0.5592314 ,0.545699 ,0.6020347 ,0.6552158 ,0.5730285 ,0.366779 ,0.3499215 ,0.5030144 ,0.5480107 ,0.5162032 ,0.3293128 ,0.3354478 ,0.3626564 ,0.4284193 ,0.4487286 ,0.5120365 ,0.5176832 ,0.5558987 ,0.5909423 ,0.5668077 ,0.6802889 ,0.6741602 ,0.6649382 ,0.5842055 ,0.653264 ,0.7479784 ,0.6619531 ,0.5605316 ,0.5262489 ,0.5547702 ,0.4975265 ,0.3419159 ,0.3330275 ,0.3660124 ,0.5083584 ,0.5657266 ,0.5697322 ,0.5140525 ,0.4162733 ,0.3410655 ,0.32041 ,0.32041 ,0.32041 ,0.32041 ,0.32041 ,0.32041 ,0.32041 ,0.32041 ,
6 ,0.3237384 ,0.3329885 ,0.3514888 ,0.3699891 ,0.3884894 ,0.4069897 ,0.4453765 ,0.5056926 ,0.5774693 ,0.6231927 ,0.6497413 ,0.6801149 ,0.7157161 ,0.7272032 ,0.6640146 ,0.5110391 ,0.3700308 ,0.4034464 ,0.5965269 ,0.7085563 ,0.6367536 ,0.5248179 ,0.5124182 ,0.5222392 ,0.5509827 ,0.5079997 ,0.5326829 ,0.3895102 ,0.2754576 ,0.3209309 ,0.5057494 ,0.7186829 ,0.5746539 ,0.4805143 ,0.3586558 ,0.4316909 ,0.4121751 ,0.4184095 ,0.5347355 ,0.6172772 ,0.5664467 ,0.5563265 ,0.5392346 ,0.5678342 ,0.4883449 ,0.5999976 ,0.5888097 ,0.5370771 ,0.3107135 ,0.3226239 ,0.4454598 ,0.5124096 ,0.5245957 ,0.4356238 ,0.4673244 ,0.4505395 ,0.37583 ,0.3698587 ,0.3837121 ,0.4672167 ,0.5417482 ,0.7330497 ,0.7571452 ,0.7075183 ,0.6374776 ,0.6126339 ,0.5816697 ,0.6614537 ,0.7192264 ,0.6812933 ,0.5575506 ,0.5275002 ,0.5582714 ,0.4779783 ,0.32017 ,0.2472703 ,0.2879959 ,0.4480069 ,0.4904749 ,0.428355 ,0.3082345 ,0.2368406 ,0.1890163 ,0.1480163 ,0.1401749 ,0.1639208 ,0.2165793 ,0.2692378 ,0.3218963 ,0.3745548 ,0.4008841 ,
7 ,0.3137532 ,0.2952529 ,0.2582524 ,0.2212518 ,0.1842512 ,0.1472506 ,0.1596529 ,0.2265329 ,0.3457458 ,0.4642775 ,0.5529994 ,0.5802695 ,0.5659239 ,0.5316478 ,0.4922123 ,0.4293534 ,0.3657475 ,0.4003559 ,0.4877713 ,0.5380962 ,0.5376959 ,0.5306257 ,0.5451641 ,0.535343 ,0.5178567 ,0.5103422 ,0.6492381 ,0.619056 ,0.5290569 ,0.399882 ,0.5152186 ,0.6550088 ,0.5981317 ,0.5068827 ,0.4494247 ,0.5333523 ,0.4326437 ,0.4256822 ,0.4972227 ,0.6508119 ,0.5912781 ,0.5585462 ,0.5408248 ,0.5932393 ,0.509729 ,0.5463488 ,0.5463488 ,0.5124661 ,0.3782505 ,0.3346094 ,0.3328787 ,0.3771836 ,0.427186 ,0.4627191 ,0.5225466 ,0.5161852 ,0.4558617 ,0.3846595 ,0.3708061 ,0.5375182 ,0.620131 ,0.8475911 ,0.7741549 ,0.7515712 ,0.6694336 ,0.6348672 ,0.5828343 ,0.5585991 ,0.5641532 ,0.5265107 ,0.49909 ,0.5845817 ,0.6717319 ,0.6275199 ,0.5572174 ,0.5632178 ,0.5816229 ,0.5649262 ,0.4572919 ,0.3215516 ,0.2014312 ,0.1387578 ,0.1136885 ,0.1082896 ,0.1273288 ,0.1639208 ,0.2165793 ,0.2692378 ,0.3218963 ,0.3745548 ,0.4008841 ,
8 ,0.32041 ,0.32041 ,0.32041 ,0.32041 ,0.32041 ,0.32041 ,0.3458888 ,0.3994638 ,0.4842244 ,0.5798945 ,0.6508814 ,0.6477779 ,0.5978312 ,0.5520679 ,0.575821 ,0.5296489 ,0.5380688 ,0.5571624 ,0.6078384 ,0.5709449 ,0.5022572 ,0.4446658 ,0.3943408 ,0.3385248 ,0.3522681 ,0.4023677 ,0.5681405 ,0.7006147 ,0.6979196 ,0.5587725 ,0.5228926 ,0.5473635 ,0.570564 ,0.513314 ,0.5325135 ,0.6517093 ,0.5449059 ,0.5226586 ,0.3887672 ,0.5118481 ,0.4509304 ,0.4321288 ,0.394296 ,0.4239253 ,0.4253474 ,0.4505812 ,0.5125337 ,0.601586 ,0.6088841 ,0.4818312 ,0.4284667 ,0.4530911 ,0.5058297 ,0.5858486 ,0.5648238 ,0.5456425 ,0.4052319 ,0.390179 ,0.3980363 ,0.5470964 ,0.6187752 ,0.7609009 ,0.7502607 ,0.6827828 ,0.633607 ,0.5992205 ,0.5809637 ,0.563809 ,0.4884381 ,0.4229001 ,0.3688526 ,0.4003455 ,0.480416 ,0.5160171 ,0.5340167 ,0.5340167 ,0.5168206 ,0.4812195 ,0.4456184 ,0.3956178 ,0.3094699 ,0.2113871 ,0.1589344 ,0.17388 ,0.2007606 ,0.2136067 ,0.2136067 ,0.2136067 ,0.2136067 ,0.2136067 ,0.2136067 ,
9 ,0.3370519 ,0.3833027 ,0.4758041 ,0.5683055 ,0.660807 ,0.7533084 ,0.7668906 ,0.6934469 ,0.560694 ,0.4942205 ,0.494567 ,0.5233889 ,0.4974045 ,0.4413949 ,0.4386088 ,0.5024787 ,0.5940894 ,0.6503773 ,0.6787732 ,0.6787732 ,0.6147141 ,0.4878582 ,0.3600849 ,0.2380588 ,0.2942889 ,0.3937103 ,0.5852633 ,0.6796921 ,0.8118964 ,0.726201 ,0.6683934 ,0.5292764 ,0.5702274 ,0.5841796 ,0.6550452 ,0.7120222 ,0.5588969 ,0.5565224 ,0.5116681 ,0.598684 ,0.548644 ,0.4234357 ,0.4474075 ,0.3574176 ,0.3850757 ,0.2921661 ,0.4418821 ,0.5789423 ,0.6893651 ,0.5947714 ,0.51115 ,0.5169841 ,0.4430457 ,0.5586658 ,0.5409012 ,0.5421046 ,0.422971 ,0.4590493 ,0.5538234 ,0.6729291 ,0.6050561 ,0.6126717 ,0.550444 ,0.5550401 ,0.6017323 ,0.5402528 ,0.5248078 ,0.4298009 ,0.3907015 ,0.4165624 ,0.4825981 ,0.5827789 ,0.6580194 ,0.6623248 ,0.6640208 ,0.6700212 ,0.6540342 ,0.5866671 ,0.5141386 ,0.4734607 ,0.446497 ,0.3668778 ,0.2712293 ,0.1867522 ,0.1393374 ,0.1258425 ,0.1433953 ,0.1609482 ,0.178501 ,0.1960538 ,0.2048302 ,
