conotool csv
//HEADER//
invert,0
maxtheta,90 
maxphi,359 
thetastep,1 
phistep,1 
source,Autronics
filename,@Detector_Ang10660.csv
commondata,yes
datatype,Luminance
spotsize,N/A
spotinpower,N/A
//BODY//
Phi\Theta,0 ,1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23 ,24 ,25 ,26 ,27 ,28 ,29 ,30 ,31 ,32 ,33 ,34 ,35 ,36 ,37 ,38 ,39 ,40 ,41 ,42 ,43 ,44 ,45 ,46 ,47 ,48 ,49 ,50 ,51 ,52 ,53 ,54 ,55 ,56 ,57 ,58 ,59 ,60 ,61 ,62 ,63 ,64 ,65 ,66 ,67 ,68 ,69 ,70 ,71 ,72 ,73 ,74 ,75 ,76 ,77 ,78 ,79 ,80 ,81 ,82 ,83 ,84 ,85 ,86 ,87 ,88 ,89 ,90 ,
0 ,0.6657829 ,0.735159 ,0.8739112 ,1.012663 ,1.151415 ,1.290168 ,1.253214 ,1.022504 ,0.66317 ,0.4605822 ,0.4749684 ,0.700443 ,0.8750731 ,0.8941651 ,0.6647904 ,0.4935869 ,0.420967 ,0.4949509 ,0.6075134 ,0.7677184 ,0.8087555 ,0.6815359 ,0.6471511 ,0.7928696 ,0.9858614 ,0.9777184 ,0.9043224 ,0.6727196 ,0.693116 ,0.6063071 ,0.7904388 ,0.6538799 ,0.664606 ,0.6790363 ,0.8911283 ,0.9607544 ,0.8155355 ,0.4702056 ,0.3627996 ,0.4820431 ,0.7947397 ,0.8299579 ,0.7554874 ,0.574514 ,0.5129478 ,0.4354902 ,0.5101091 ,0.5474781 ,0.5392012 ,0.3991207 ,0.3751858 ,0.6140086 ,0.6638348 ,0.6103263 ,0.4249051 ,0.6097398 ,0.7357594 ,0.7888036 ,0.6611646 ,0.5622032 ,0.5006011 ,0.3725995 ,0.2973102 ,0.3903253 ,0.5671669 ,0.5874866 ,0.3744276 ,0.2859647 ,0.4236344 ,0.6145704 ,0.6296465 ,0.5065608 ,0.4319198 ,0.4559386 ,0.5073935 ,0.4778456 ,0.3834116 ,0.3396561 ,0.3679749 ,0.3739833 ,0.2904638 ,0.2091988 ,0.2670497 ,0.5001022 ,0.6636283 ,0.6867901 ,0.5814731 ,0.4761561 ,0.370839 ,0.265522 ,0.2128635 ,
1 ,0.6607903 ,0.7162912 ,0.8272929 ,0.9382946 ,1.049296 ,1.160298 ,1.14857 ,1.001505 ,0.7964195 ,0.7862277 ,0.9113749 ,0.9931852 ,0.9135364 ,0.7471021 ,0.5918013 ,0.5405245 ,0.5339125 ,0.5667275 ,0.5789103 ,0.636316 ,0.6305875 ,0.545146 ,0.5158839 ,0.6185947 ,0.8116004 ,0.9048156 ,0.8545702 ,0.693981 ,0.686476 ,0.7198166 ,0.8485477 ,0.6513783 ,0.6140527 ,0.625275 ,0.8015975 ,0.8124138 ,0.6397728 ,0.4546479 ,0.383044 ,0.5831098 ,0.7959258 ,0.8194046 ,0.6814635 ,0.5786938 ,0.5554997 ,0.5909487 ,0.6728605 ,0.6496663 ,0.5355057 ,0.4689514 ,0.501015 ,0.6696254 ,0.5577023 ,0.5309829 ,0.4235392 ,0.6307845 ,0.7024055 ,0.7480421 ,0.6412388 ,0.5609403 ,0.6292899 ,0.6105923 ,0.5603995 ,0.4452756 ,0.4283721 ,0.4839526 ,0.3381889 ,0.3223257 ,0.4432737 ,0.6150337 ,0.5909903 ,0.4553325 ,0.459701 ,0.5734261 ,0.5901278 ,0.5074318 ,0.3624111 ,0.3435066 ,0.4155399 ,0.4802158 ,0.4567565 ,0.3763064 ,0.3670494 ,0.479436 ,0.5552265 ,0.5456243 ,0.4578601 ,0.3700959 ,0.2823317 ,0.1945675 ,0.1506854 ,
2 ,0.6574619 ,0.7037127 ,0.7962141 ,0.8887155 ,0.981217 ,1.073718 ,1.10004 ,1.053384 ,0.9697904 ,0.9761254 ,1.011881 ,0.9464786 ,0.7820503 ,0.6054539 ,0.5095073 ,0.5656421 ,0.7018464 ,0.8426576 ,0.8093328 ,0.7101725 ,0.613227 ,0.519406 ,0.5592074 ,0.6919542 ,0.9199326 ,0.9930881 ,0.9319247 ,0.7878443 ,0.7819426 ,0.8341307 ,1.017555 ,0.8830721 ,0.8137707 ,0.7476961 ,0.879792 ,0.930785 ,0.8022672 ,0.6325506 ,0.6066678 ,0.7056417 ,0.8262906 ,0.6821794 ,0.6935227 ,0.7094637 ,0.7822858 ,0.6922342 ,0.6765923 ,0.6176981 ,0.5810893 ,0.5313434 ,0.554451 ,0.6922049 ,0.6649963 ,0.6828341 ,0.5168435 ,0.6508555 ,0.8145368 ,0.7703302 ,0.7010631 ,0.4485275 ,0.6037652 ,0.6576636 ,0.6520464 ,0.4916544 ,0.3609735 ,0.3809529 ,0.3069388 ,0.2938597 ,0.4596698 ,0.6946358 ,0.7227024 ,0.5957832 ,0.5426477 ,0.640725 ,0.6724325 ,0.5558328 ,0.3740019 ,0.3474273 ,0.4221131 ,0.4629288 ,0.4072492 ,0.3356315 ,0.3286887 ,0.4133503 ,0.4749529 ,0.4768992 ,0.4242407 ,0.3715822 ,0.3189237 ,0.2662652 ,0.2399359 ,
3 ,0.6441484 ,0.6533985 ,0.6718988 ,0.6903991 ,0.7088994 ,0.7273997 ,0.7530471 ,0.7865758 ,0.8498683 ,0.9726233 ,1.04355 ,0.8854744 ,0.5892694 ,0.3667244 ,0.5235324 ,0.7009296 ,0.8257609 ,0.7643101 ,0.685429 ,0.5577484 ,0.4201728 ,0.3393342 ,0.4231215 ,0.509137 ,0.6446838 ,0.6922017 ,0.742665 ,0.7447321 ,0.711408 ,0.6856791 ,0.7979014 ,0.7933461 ,0.7988723 ,0.7032913 ,0.7176732 ,0.7742409 ,0.6918164 ,0.7188085 ,0.7644662 ,0.8112521 ,0.8288561 ,0.6574561 ,0.7034276 ,0.7123672 ,0.7673393 ,0.6800998 ,0.617669 ,0.5659363 ,0.5521127 ,0.5728405 ,0.544316 ,0.6050336 ,0.4874542 ,0.5320731 ,0.4239892 ,0.5436125 ,0.6429825 ,0.6647218 ,0.702295 ,0.5316609 ,0.7194088 ,0.7656917 ,0.8354994 ,0.7172854 ,0.560933 ,0.4716799 ,0.3663365 ,0.4632753 ,0.6560959 ,0.7347064 ,0.6094567 ,0.4716827 ,0.4683079 ,0.5421264 ,0.5052274 ,0.4006284 ,0.3071958 ,0.3796959 ,0.4788014 ,0.5234848 ,0.4947689 ,0.4504472 ,0.402623 ,0.3591458 ,0.3195725 ,0.2823317 ,0.247226 ,0.2121204 ,0.1770147 ,0.141909 ,0.1243562 ,
4 ,0.6441484 ,0.6533985 ,0.6718988 ,0.6903991 ,0.7088994 ,0.7273997 ,0.7275682 ,0.707522 ,0.6928331 ,0.7448914 ,0.7804318 ,0.6542821 ,0.4186515 ,0.2494661 ,0.416729 ,0.621384 ,0.8254257 ,0.8170762 ,0.726486 ,0.56992 ,0.4812175 ,0.4398031 ,0.5005745 ,0.5042575 ,0.6485477 ,0.6476539 ,0.7485805 ,0.6869314 ,0.6420598 ,0.4750233 ,0.5809902 ,0.7504798 ,0.8770345 ,0.8294047 ,0.7578659 ,0.8447931 ,0.8274761 ,0.8274761 ,0.8817155 ,0.8817155 ,0.94995 ,0.8376298 ,0.908832 ,0.777148 ,0.737526 ,0.5331158 ,0.5463413 ,0.4823006 ,0.5223529 ,0.5094148 ,0.5022655 ,0.6196475 ,0.6032151 ,0.6211146 ,0.4955795 ,0.5275809 ,0.6195794 ,0.5808669 ,0.7173862 ,0.5630981 ,0.7088247 ,0.6368023 ,0.69903 ,0.6539992 ,0.5832689 ,0.4505872 ,0.3700369 ,0.4062783 ,0.5900465 ,0.6743212 ,0.636352 ,0.5676641 ,0.4827637 ,0.3959136 ,0.3436108 ,0.3496112 ,0.3852123 ,0.4195155 ,0.4272133 ,0.4061496 ,0.3487177 ,0.2775155 ,0.227377 ,0.2145975 ,0.2272903 ,0.251685 ,0.2867906 ,0.3218963 ,0.357002 ,0.3921077 ,0.4096605 ,
5 ,0.6441484 ,0.6533985 ,0.6718988 ,0.6903991 ,0.7088994 ,0.7273997 ,0.7148288 ,0.6679951 ,0.6312635 ,0.7104069 ,0.8172572 ,0.7791248 ,0.5637388 ,0.3576272 ,0.4931235 ,0.644274 ,0.761509 ,0.6479495 ,0.5562211 ,0.4935892 ,0.5114899 ,0.5432155 ,0.5346451 ,0.3861026 ,0.4979344 ,0.5516586 ,0.7692094 ,0.6430759 ,0.4943518 ,0.3095647 ,0.3881849 ,0.5550603 ,0.5996367 ,0.587608 ,0.5455418 ,0.6257275 ,0.6142765 ,0.798074 ,0.9319653 ,0.9891628 ,0.9229027 ,0.9086032 ,0.8876774 ,0.6826957 ,0.5717725 ,0.432028 ,0.5676987 ,0.5696149 ,0.5221464 ,0.5233531 ,0.4859469 ,0.6834341 ,0.6209769 ,0.621045 ,0.625259 ,0.6204663 ,0.6807898 ,0.5899927 ,0.7579411 ,0.6355076 ,0.6668261 ,0.5360612 ,0.6159409 ,0.6506703 ,0.6261603 ,0.5032013 ,0.4291872 ,0.5117553 ,0.7059165 ,0.7777001 ,0.7017619 ,0.5417559 ,0.37791 ,0.2480572 ,0.1983501 ,0.2738552 ,0.3736214 ,0.4155949 ,0.4206401 ,0.4339684 ,0.4374729 ,0.3668778 ,0.2712293 ,0.1872476 ,0.1461792 ,0.1448816 ,0.1799873 ,0.215093 ,0.2501987 ,0.2853043 ,0.3028572 ,
6 ,0.6474768 ,0.6659771 ,0.7029776 ,0.7399782 ,0.7769788 ,0.8139794 ,0.8015771 ,0.7346971 ,0.6629389 ,0.7192205 ,0.8083359 ,0.7398299 ,0.5803731 ,0.4572204 ,0.4576222 ,0.5656421 ,0.6800418 ,0.8031525 ,0.8164735 ,0.8017497 ,0.8302077 ,0.8340307 ,0.8258313 ,0.6446344 ,0.6665207 ,0.625491 ,0.7471998 ,0.5772108 ,0.4631582 ,0.4319114 ,0.5312968 ,0.673028 ,0.6464022 ,0.6635585 ,0.5417001 ,0.5949352 ,0.5939764 ,0.7639776 ,0.7819447 ,0.8500176 ,0.7689212 ,0.8317374 ,0.7693034 ,0.6028906 ,0.5753788 ,0.552805 ,0.7811341 ,0.7653982 ,0.650406 ,0.6025953 ,0.6720668 ,0.7721459 ,0.8292993 ,0.7224896 ,0.7729806 ,0.628545 ,0.624619 ,0.6552021 ,0.7995417 ,0.7234086 ,0.6161286 ,0.5345394 ,0.5858298 ,0.553953 ,0.4556015 ,0.3694582 ,0.3947987 ,0.4655704 ,0.5517961 ,0.6295346 ,0.6413075 ,0.5633586 ,0.4483505 ,0.4122695 ,0.3612646 ,0.3540737 ,0.3088192 ,0.3318882 ,0.4089666 ,0.4869709 ,0.467016 ,0.3072504 ,0.1795899 ,0.1743754 ,0.2076024 ,0.2326458 ,0.2501987 ,0.2677515 ,0.2853043 ,0.3028572 ,0.3116336 ,
7 ,0.6508052 ,0.6785556 ,0.7340565 ,0.7895573 ,0.8450582 ,0.900559 ,0.9265436 ,0.9199798 ,0.8793228 ,0.8314877 ,0.7513877 ,0.6010713 ,0.5029573 ,0.4878488 ,0.5053261 ,0.5405245 ,0.5339125 ,0.6383301 ,0.7618202 ,0.8462567 ,0.887186 ,0.8709565 ,0.8922047 ,0.7514377 ,0.6140336 ,0.5657547 ,0.6162613 ,0.5562882 ,0.4138838 ,0.5251414 ,0.5949022 ,0.6654312 ,0.5248276 ,0.543586 ,0.5185945 ,0.5789041 ,0.6220685 ,0.7379233 ,0.764673 ,0.7011456 ,0.5802966 ,0.5220837 ,0.5597581 ,0.5308437 ,0.6157761 ,0.6130703 ,0.6799551 ,0.6996225 ,0.6540523 ,0.725983 ,0.7865728 ,0.7908253 ,0.8120251 ,0.722982 ,0.8035794 ,0.6735324 ,0.6181677 ,0.6532922 ,0.7184983 ,0.684919 ,0.5130954 ,0.5046436 ,0.5901405 ,0.6349338 ,0.5721834 ,0.4421108 ,0.4708106 ,0.577614 ,0.6643015 ,0.6711284 ,0.5600196 ,0.4201295 ,0.3395976 ,0.3795042 ,0.4696058 ,0.5632178 ,0.5300349 ,0.4373325 ,0.3823569 ,0.3734124 ,0.3499532 ,0.2433415 ,0.1658195 ,0.1728891 ,0.1870769 ,0.1755284 ,0.1404227 ,0.105317 ,0.07021135 ,0.03510567 ,0.01755284 ,
8 ,0.6508052 ,0.6785556 ,0.7340565 ,0.7895573 ,0.8450582 ,0.900559 ,0.9265436 ,0.9199798 ,0.886102 ,0.8632403 ,0.7919774 ,0.5793621 ,0.4216846 ,0.37495 ,0.3453229 ,0.3628235 ,0.3215948 ,0.4574343 ,0.5775586 ,0.7132473 ,0.8148215 ,0.7655571 ,0.8329456 ,0.7420201 ,0.6614465 ,0.470002 ,0.4467203 ,0.4761341 ,0.5081106 ,0.6093961 ,0.5937237 ,0.628315 ,0.6247659 ,0.6246052 ,0.5941584 ,0.5622229 ,0.6902392 ,0.626761 ,0.6439246 ,0.5311839 ,0.5875498 ,0.5277041 ,0.604655 ,0.5519258 ,0.6301909 ,0.6012326 ,0.7642112 ,0.705317 ,0.6715551 ,0.5998747 ,0.7120966 ,0.6933063 ,0.722546 ,0.6067835 ,0.6511394 ,0.6455085 ,0.5549615 ,0.5998832 ,0.5327789 ,0.7120905 ,0.5732536 ,0.5591215 ,0.5599868 ,0.551328 ,0.5697093 ,0.4080394 ,0.4574428 ,0.5147049 ,0.5909993 ,0.5978263 ,0.4886549 ,0.351279 ,0.2844453 ,0.3647384 ,0.5766491 ,0.7431608 ,0.7036443 ,0.5118673 ,0.4324719 ,0.4301917 ,0.4084846 ,0.275296 ,0.1727047 ,0.17388 ,0.2007606 ,0.2136067 ,0.2136067 ,0.2136067 ,0.2136067 ,0.2136067 ,0.2136067 ,
9 ,0.6474768 ,0.6659771 ,0.7029776 ,0.7399782 ,0.7769788 ,0.8139794 ,0.8525347 ,0.8928046 ,0.9092169 ,0.8571586 ,0.7234837 ,0.5155235 ,0.3595418 ,0.2808275 ,0.2613106 ,0.29752 ,0.362522 ,0.4500317 ,0.482267 ,0.4960635 ,0.5293503 ,0.5150586 ,0.5969855 ,0.5631852 ,0.6181584 ,0.5645834 ,0.5229311 ,0.548993 ,0.5650948 ,0.6430118 ,0.6040176 ,0.4893716 ,0.5356488 ,0.527952 ,0.63789 ,0.6096964 ,0.7628217 ,0.7159567 ,0.6971175 ,0.5297614 ,0.5863274 ,0.5390744 ,0.5944701 ,0.5229894 ,0.5711953 ,0.4981079 ,0.6415683 ,0.6947228 ,0.8717207 ,0.8214965 ,0.7947771 ,0.6665125 ,0.6141264 ,0.5874132 ,0.616239 ,0.721839 ,0.7183935 ,0.6027463 ,0.5712802 ,0.7080379 ,0.6912137 ,0.6727949 ,0.6257272 ,0.5718002 ,0.461668 ,0.3220526 ,0.4417458 ,0.5313943 ,0.6134514 ,0.6137421 ,0.5240935 ,0.4420364 ,0.4409115 ,0.5012513 ,0.6423579 ,0.7431608 ,0.7036443 ,0.4964684 ,0.3373421 ,0.259854 ,0.2328903 ,0.2055942 ,0.2464758 ,0.3736236 ,0.4621068 ,0.4768992 ,0.4242407 ,0.3715822 ,0.3189237 ,0.2662652 ,0.2399359 ,
