conotool csv
//HEADER//
invert,0
maxtheta,90 
maxphi,359 
thetastep,1 
phistep,1 
source,Autronics
filename,@Detector_Ang20680.csv
commondata,yes
datatype,Luminance
spotsize,N/A
spotinpower,N/A
//BODY//
Phi\Theta,0 ,1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23 ,24 ,25 ,26 ,27 ,28 ,29 ,30 ,31 ,32 ,33 ,34 ,35 ,36 ,37 ,38 ,39 ,40 ,41 ,42 ,43 ,44 ,45 ,46 ,47 ,48 ,49 ,50 ,51 ,52 ,53 ,54 ,55 ,56 ,57 ,58 ,59 ,60 ,61 ,62 ,63 ,64 ,65 ,66 ,67 ,68 ,69 ,70 ,71 ,72 ,73 ,74 ,75 ,76 ,77 ,78 ,79 ,80 ,81 ,82 ,83 ,84 ,85 ,86 ,87 ,88 ,89 ,90 ,
0 ,1.597057 ,1.583182 ,1.555432 ,1.527681 ,1.499931 ,1.47218 ,1.548364 ,1.739158 ,1.893447 ,1.65285 ,1.211826 ,1.009628 ,0.9624658 ,0.9427171 ,1.129074 ,1.277059 ,1.495537 ,1.275675 ,1.066406 ,0.8223269 ,0.765754 ,0.9649062 ,1.313285 ,1.247853 ,1.077362 ,0.8804636 ,0.7826056 ,0.880128 ,0.9073127 ,0.927407 ,0.7667838 ,0.4478886 ,0.5252149 ,0.6620885 ,0.9126775 ,0.8621394 ,0.9224803 ,0.8448224 ,0.8979228 ,0.8284399 ,0.7652491 ,0.6289427 ,0.3408655 ,0.4791754 ,0.5487578 ,0.5753445 ,0.5291363 ,0.6441043 ,0.8481866 ,0.8584366 ,0.8370977 ,0.7483936 ,0.613366 ,0.4397364 ,0.4023484 ,0.4125842 ,0.3963588 ,0.4723407 ,0.4784877 ,0.5349221 ,0.4373917 ,0.4822728 ,0.3990033 ,0.3848588 ,0.3408837 ,0.3768085 ,0.6395991 ,0.8094478 ,0.8665587 ,0.7250904 ,0.6430504 ,0.6204195 ,0.5457784 ,0.497568 ,0.4396757 ,0.3148712 ,0.1517972 ,0.1253874 ,0.2752922 ,0.4157115 ,0.4235965 ,0.3170807 ,0.2384015 ,0.26082 ,0.3011408 ,0.32041 ,0.32041 ,0.32041 ,0.32041 ,0.32041 ,0.32041 ,
1 ,1.595393 ,1.576893 ,1.539892 ,1.502892 ,1.465891 ,1.428891 ,1.454032 ,1.5477 ,1.614384 ,1.431124 ,1.128294 ,0.9934951 ,0.9437478 ,0.8873845 ,0.9418131 ,1.04209 ,1.209134 ,1.132569 ,0.9986984 ,0.8454765 ,0.8633772 ,1.042791 ,1.260042 ,1.115182 ,0.8984608 ,0.8512082 ,0.7846548 ,0.8952011 ,0.7557188 ,0.7891261 ,0.6823228 ,0.5350265 ,0.5563262 ,0.6041167 ,0.7198466 ,0.7075304 ,0.7962784 ,0.7341276 ,0.7427094 ,0.6224485 ,0.7488329 ,0.7011095 ,0.5639827 ,0.5830489 ,0.6131081 ,0.6645944 ,0.6215823 ,0.7889984 ,0.9651646 ,0.9149405 ,0.8010622 ,0.6492626 ,0.5508517 ,0.4439803 ,0.3867141 ,0.4079266 ,0.3545558 ,0.4207406 ,0.4465492 ,0.4824474 ,0.4501756 ,0.4795388 ,0.5039055 ,0.4691761 ,0.4127101 ,0.3751805 ,0.593059 ,0.7234463 ,0.7161963 ,0.5361495 ,0.4486535 ,0.4867689 ,0.5082104 ,0.5190729 ,0.4641743 ,0.3732735 ,0.2899998 ,0.3268987 ,0.3904032 ,0.4166815 ,0.3879655 ,0.3436439 ,0.2958196 ,0.2533334 ,0.2264528 ,0.2136067 ,0.2136067 ,0.2136067 ,0.2136067 ,0.2136067 ,0.2136067 ,
2 ,1.58208 ,1.526579 ,1.415577 ,1.304575 ,1.193574 ,1.082572 ,1.017863 ,1.004204 ,1.029579 ,1.027467 ,1.018522 ,1.050448 ,1.037798 ,0.9639456 ,0.9004123 ,0.9024343 ,1.002053 ,1.02234 ,0.9711898 ,0.9447213 ,1.069625 ,1.280666 ,1.294741 ,1.081134 ,0.8181829 ,0.836422 ,0.8141505 ,1.004922 ,0.9346204 ,1.063795 ,0.8615841 ,0.7047621 ,0.6120839 ,0.6319701 ,0.635778 ,0.5683176 ,0.5561282 ,0.5970788 ,0.596677 ,0.4949665 ,0.6555681 ,0.5885726 ,0.6406362 ,0.7042432 ,0.7003211 ,0.6787659 ,0.4309185 ,0.6569321 ,0.9334352 ,0.9992611 ,0.9334031 ,0.7281022 ,0.6848136 ,0.6135496 ,0.5925248 ,0.5365389 ,0.4793039 ,0.394002 ,0.4970091 ,0.5013498 ,0.5094311 ,0.5303425 ,0.597025 ,0.5959159 ,0.4803445 ,0.3987057 ,0.5045965 ,0.4717794 ,0.4019178 ,0.3509123 ,0.4186701 ,0.5028434 ,0.539108 ,0.5981232 ,0.614825 ,0.5595253 ,0.4520184 ,0.387247 ,0.370525 ,0.3771892 ,0.3789414 ,0.3436439 ,0.2958196 ,0.2523425 ,0.2127691 ,0.1755284 ,0.1404227 ,0.105317 ,0.07021135 ,0.03510567 ,0.01755284 ,
3 ,1.578751 ,1.514 ,1.384498 ,1.254996 ,1.125494 ,0.9959922 ,0.8801575 ,0.7793941 ,0.7380669 ,0.8172102 ,0.9775884 ,1.121698 ,1.138225 ,1.074619 ,1.037624 ,0.9296045 ,0.9242279 ,0.8717189 ,0.9005397 ,0.9780926 ,1.108026 ,1.188864 ,1.088122 ,0.8635482 ,0.6849142 ,0.8301656 ,0.8830405 ,1.02828 ,0.9099007 ,1.130322 ,1.040891 ,0.8925848 ,0.689478 ,0.7170609 ,0.6557951 ,0.6003941 ,0.5526036 ,0.6233633 ,0.5522933 ,0.3793805 ,0.4658121 ,0.4733585 ,0.6462713 ,0.7542616 ,0.7557826 ,0.7502646 ,0.5395155 ,0.5982119 ,0.8117017 ,0.7875327 ,0.7999518 ,0.6705978 ,0.7372012 ,0.6481738 ,0.5028946 ,0.4909023 ,0.5335179 ,0.4584899 ,0.4487344 ,0.3975031 ,0.4323893 ,0.415207 ,0.4964812 ,0.50393 ,0.4506371 ,0.4848437 ,0.5907345 ,0.5572771 ,0.3483009 ,0.2824722 ,0.3283393 ,0.4121145 ,0.4358058 ,0.4635255 ,0.4502156 ,0.4627233 ,0.4976208 ,0.5495306 ,0.4572919 ,0.3320835 ,0.240679 ,0.2048862 ,0.1821311 ,0.14653 ,0.1196494 ,0.1068033 ,0.1068033 ,0.1068033 ,0.1068033 ,0.1068033 ,0.1068033 ,
4 ,1.565438 ,1.463686 ,1.260183 ,1.05668 ,0.8531767 ,0.6496735 ,0.545904 ,0.552113 ,0.672935 ,0.8164401 ,0.9318418 ,0.9575601 ,0.9365473 ,0.9415778 ,1.069348 ,1.057158 ,1.050385 ,0.9115592 ,0.9074802 ,1.012991 ,1.145439 ,1.179632 ,1.043473 ,0.8183269 ,0.7034091 ,0.8067204 ,0.8399533 ,0.921477 ,0.9663487 ,1.311424 ,1.249897 ,0.9736042 ,0.7384216 ,0.8388088 ,0.8391455 ,0.735751 ,0.5599441 ,0.5599441 ,0.4891436 ,0.3903244 ,0.3576911 ,0.3287693 ,0.4548962 ,0.6895073 ,0.7183422 ,0.7128243 ,0.4469558 ,0.4450396 ,0.669506 ,0.7219156 ,0.7859669 ,0.6906324 ,0.7461072 ,0.6303604 ,0.5167817 ,0.5732197 ,0.6440649 ,0.4925783 ,0.3782933 ,0.343111 ,0.347863 ,0.3312382 ,0.3326327 ,0.3662529 ,0.3154436 ,0.4628865 ,0.5870341 ,0.5962583 ,0.3607334 ,0.4198634 ,0.5259537 ,0.5766421 ,0.4608423 ,0.4077066 ,0.5123123 ,0.5277079 ,0.5456075 ,0.5328044 ,0.50888 ,0.4072912 ,0.2297389 ,0.1133043 ,0.08360655 ,0.1341533 ,0.1879145 ,0.2136067 ,0.2136067 ,0.2136067 ,0.2136067 ,0.2136067 ,0.2136067 ,
5 ,1.565438 ,1.463686 ,1.260183 ,1.05668 ,0.8531767 ,0.6496735 ,0.5713828 ,0.6311667 ,0.7757363 ,0.7901514 ,0.7275005 ,0.7337075 ,0.851907 ,1.039805 ,1.301565 ,1.259889 ,1.093711 ,0.7816594 ,0.7338268 ,0.8359663 ,0.9880283 ,1.094203 ,1.106325 ,0.8707843 ,0.8133535 ,0.9403491 ,1.083894 ,1.098098 ,0.9062387 ,1.051004 ,0.9077155 ,0.7293733 ,0.5957441 ,0.7472867 ,0.8544267 ,0.7742409 ,0.6259705 ,0.5262865 ,0.5449935 ,0.4440562 ,0.4972613 ,0.4108926 ,0.4896041 ,0.6312574 ,0.7081004 ,0.833799 ,0.7391029 ,0.673047 ,0.7341633 ,0.6624828 ,0.6749764 ,0.6640938 ,0.7729283 ,0.6838265 ,0.4948902 ,0.5576895 ,0.6003051 ,0.4997114 ,0.3557845 ,0.3135277 ,0.384015 ,0.3478564 ,0.3954923 ,0.3992167 ,0.3939381 ,0.5401663 ,0.6788464 ,0.7273168 ,0.5130398 ,0.4804803 ,0.504026 ,0.5241418 ,0.4279951 ,0.3862017 ,0.4904094 ,0.5277079 ,0.5799995 ,0.6178669 ,0.5588366 ,0.4043129 ,0.2484676 ,0.2390601 ,0.2436886 ,0.1867522 ,0.1393374 ,0.1258425 ,0.1433953 ,0.1609482 ,0.178501 ,0.1960538 ,0.2048302 ,
6 ,1.575423 ,1.501422 ,1.353419 ,1.205417 ,1.057415 ,0.9094125 ,0.8953246 ,1.028907 ,1.226065 ,1.211283 ,1.032692 ,0.8613127 ,0.8591315 ,0.9646099 ,1.075248 ,1.145439 ,0.9990068 ,0.8050941 ,0.7138394 ,0.8317978 ,0.9453439 ,1.016599 ,0.9911501 ,0.9624234 ,1.038654 ,1.066856 ,1.049365 ,0.8752414 ,0.9112605 ,1.039338 ,1.00713 ,0.7057719 ,0.5846434 ,0.6218465 ,0.8183785 ,0.8149696 ,0.6454862 ,0.5069415 ,0.5162633 ,0.5768994 ,0.6490923 ,0.5807593 ,0.5392511 ,0.5779774 ,0.5835193 ,0.7289338 ,0.6659624 ,0.7459458 ,0.6884504 ,0.6167699 ,0.5100426 ,0.531598 ,0.6676411 ,0.5963059 ,0.5821149 ,0.5524995 ,0.536305 ,0.4199428 ,0.3985708 ,0.4594925 ,0.4946169 ,0.4451624 ,0.4272133 ,0.3634599 ,0.3068381 ,0.4072085 ,0.6053702 ,0.6971626 ,0.5364448 ,0.5030132 ,0.5973307 ,0.6756776 ,0.574701 ,0.4781978 ,0.5961134 ,0.5990013 ,0.5991994 ,0.5649546 ,0.642293 ,0.6592486 ,0.5713485 ,0.4736811 ,0.3780326 ,0.2930601 ,0.2392989 ,0.2136067 ,0.2136067 ,0.2136067 ,0.2136067 ,0.2136067 ,0.2136067 ,
7 ,1.588736 ,1.551736 ,1.477735 ,1.403734 ,1.329732 ,1.255731 ,1.229578 ,1.256188 ,1.270859 ,1.116795 ,0.9031417 ,0.8548085 ,1.001699 ,1.17459 ,1.138932 ,1.076681 ,0.8974404 ,0.8405601 ,0.868956 ,0.9850599 ,1.037761 ,1.069539 ,1.100847 ,1.168366 ,1.187738 ,1.067975 ,1.001553 ,0.9440238 ,1.079853 ,1.069881 ,1.006654 ,0.691551 ,0.6078482 ,0.5210917 ,0.6909491 ,0.6770569 ,0.6270677 ,0.6043778 ,0.6396459 ,0.6916792 ,0.6598365 ,0.5639192 ,0.4489771 ,0.467886 ,0.5459533 ,0.8142085 ,0.8063564 ,0.8686876 ,0.6114091 ,0.5067912 ,0.3911078 ,0.5487415 ,0.7298357 ,0.6852879 ,0.6746121 ,0.5998102 ,0.5874799 ,0.5009858 ,0.4991247 ,0.5293761 ,0.5376957 ,0.5820274 ,0.5853847 ,0.4774722 ,0.4077477 ,0.4537522 ,0.6584502 ,0.6440795 ,0.5253958 ,0.4646499 ,0.5609048 ,0.6392518 ,0.5864495 ,0.5438115 ,0.5931206 ,0.5532165 ,0.4636092 ,0.4065665 ,0.4722281 ,0.5407718 ,0.5442762 ,0.4649606 ,0.3465571 ,0.2269743 ,0.1590253 ,0.1448816 ,0.1799873 ,0.215093 ,0.2501987 ,0.2853043 ,0.3028572 ,
8 ,1.592065 ,1.564314 ,1.508814 ,1.453313 ,1.397812 ,1.342311 ,1.290848 ,1.243836 ,1.179395 ,1.05664 ,0.8965006 ,0.7508395 ,0.7642576 ,0.8776018 ,0.8793395 ,0.9513557 ,0.9813291 ,1.098868 ,1.119867 ,1.175784 ,1.239843 ,1.269532 ,1.200654 ,1.309176 ,1.291661 ,1.117148 ,0.9380018 ,0.8124833 ,1.064415 ,1.07093 ,1.262887 ,0.9602611 ,0.8428054 ,0.610119 ,0.6625634 ,0.6113136 ,0.545239 ,0.6297949 ,0.637975 ,0.717316 ,0.5169617 ,0.5367042 ,0.3926975 ,0.522286 ,0.5384173 ,0.7682134 ,0.7706298 ,0.8811668 ,0.6804352 ,0.5892336 ,0.4165739 ,0.4971713 ,0.5962871 ,0.5874054 ,0.6857675 ,0.5765678 ,0.512737 ,0.4052182 ,0.4723594 ,0.5448676 ,0.481985 ,0.5105281 ,0.5018506 ,0.3976625 ,0.359894 ,0.3729065 ,0.538279 ,0.4923828 ,0.419023 ,0.3879234 ,0.4481466 ,0.4904944 ,0.4381535 ,0.3846531 ,0.4699613 ,0.4711518 ,0.4292172 ,0.3266369 ,0.4539814 ,0.621593 ,0.6625745 ,0.4946955 ,0.2987699 ,0.187743 ,0.153021 ,0.1639208 ,0.2165793 ,0.2692378 ,0.3218963 ,0.3745548 ,0.4008841 ,
9 ,1.58208 ,1.526579 ,1.415577 ,1.304575 ,1.193574 ,1.082572 ,0.9796452 ,0.885623 ,0.8245325 ,0.8287558 ,0.9269373 ,1.136449 ,1.207568 ,1.114548 ,0.9941018 ,0.9798398 ,1.129268 ,1.186549 ,1.202097 ,1.142837 ,1.115679 ,1.102016 ,1.114879 ,1.144179 ,1.177894 ,1.056344 ,1.140215 ,1.055339 ,1.154922 ,0.9176799 ,1.066061 ,0.8933625 ,0.9272866 ,0.7579449 ,0.7555886 ,0.5885519 ,0.5495563 ,0.6492403 ,0.6039844 ,0.598273 ,0.416509 ,0.5589873 ,0.4031664 ,0.548696 ,0.5579621 ,0.8551297 ,0.8272812 ,0.8345417 ,0.6055072 ,0.5974672 ,0.4835145 ,0.6055471 ,0.7036054 ,0.8283083 ,0.7975615 ,0.7015471 ,0.5451754 ,0.4436279 ,0.415958 ,0.4208889 ,0.4315845 ,0.482154 ,0.5034605 ,0.3926953 ,0.4041026 ,0.4532502 ,0.5380724 ,0.420974 ,0.3347483 ,0.3463674 ,0.3353884 ,0.3241355 ,0.3188441 ,0.3830094 ,0.4915087 ,0.5632178 ,0.5472309 ,0.4952626 ,0.5024651 ,0.5475268 ,0.5545357 ,0.4220661 ,0.2535241 ,0.1206664 ,0.05906377 ,0.05711744 ,0.109776 ,0.1624345 ,0.215093 ,0.2677515 ,0.2940807 ,
