conotool csv
//HEADER//
invert,0
maxtheta,90 
maxphi,359 
thetastep,1 
phistep,1 
source,Autronics
filename,@Detector_Ang10400.csv
commondata,yes
datatype,Luminance
spotsize,N/A
spotinpower,N/A
//BODY//
Phi\Theta,0 ,1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23 ,24 ,25 ,26 ,27 ,28 ,29 ,30 ,31 ,32 ,33 ,34 ,35 ,36 ,37 ,38 ,39 ,40 ,41 ,42 ,43 ,44 ,45 ,46 ,47 ,48 ,49 ,50 ,51 ,52 ,53 ,54 ,55 ,56 ,57 ,58 ,59 ,60 ,61 ,62 ,63 ,64 ,65 ,66 ,67 ,68 ,69 ,70 ,71 ,72 ,73 ,74 ,75 ,76 ,77 ,78 ,79 ,80 ,81 ,82 ,83 ,84 ,85 ,86 ,87 ,88 ,89 ,90 ,
0 ,0.9512448 ,0.9234944 ,0.8679935 ,0.8124927 ,0.7569918 ,0.701491 ,0.6818761 ,0.7018337 ,0.7840185 ,0.9306911 ,1.077353 ,1.11593 ,1.084411 ,1.034984 ,0.9700793 ,0.7665587 ,0.5877532 ,0.6375762 ,0.8504724 ,1.033607 ,1.193211 ,1.290352 ,1.267849 ,1.247593 ,0.9449269 ,1.225714 ,1.102469 ,1.48089 ,1.120698 ,1.13077 ,0.8676372 ,1.09279 ,1.215607 ,1.233891 ,1.099298 ,0.7765241 ,0.6887571 ,0.5476823 ,0.6126484 ,0.6607851 ,0.8821093 ,0.9042642 ,1.064747 ,0.8123287 ,0.8183601 ,0.5696616 ,0.8264758 ,0.7409953 ,0.7152699 ,0.5415702 ,0.6403548 ,0.8149514 ,0.7861985 ,0.6793904 ,0.4031796 ,0.4349983 ,0.5336426 ,0.930392 ,0.9838492 ,0.9519338 ,0.6447182 ,0.5595312 ,0.5759372 ,0.7233053 ,0.513424 ,0.4436164 ,0.336813 ,0.5346625 ,0.5509448 ,0.4663761 ,0.3653852 ,0.3227006 ,0.3744149 ,0.446097 ,0.5734622 ,0.5875551 ,0.5610028 ,0.5057421 ,0.5380398 ,0.5082578 ,0.3764078 ,0.269149 ,0.2280738 ,0.26082 ,0.3011408 ,0.32041 ,0.32041 ,0.32041 ,0.32041 ,0.32041 ,0.32041 ,
1 ,0.9545732 ,0.9360729 ,0.8990724 ,0.8620718 ,0.8250712 ,0.7880706 ,0.7495153 ,0.7092454 ,0.7063915 ,0.8083965 ,0.9508245 ,1.003813 ,1.005067 ,1.024234 ,1.081147 ,0.906627 ,0.7384375 ,0.7016435 ,0.8613505 ,1.018676 ,1.165709 ,1.268008 ,1.19625 ,1.071114 ,0.844364 ,1.133691 ,1.205068 ,1.544292 ,1.466741 ,1.408968 ,1.140138 ,1.01757 ,1.095823 ,1.069047 ,1.040247 ,0.7842218 ,0.7786285 ,0.658914 ,0.6844585 ,0.7002721 ,0.7736515 ,0.772489 ,0.845135 ,0.6856387 ,0.749877 ,0.6666203 ,0.8890727 ,0.7556382 ,0.6490109 ,0.4841936 ,0.5375565 ,0.7639206 ,0.753497 ,0.7357305 ,0.4380113 ,0.5372499 ,0.6030127 ,0.9282024 ,0.8967363 ,0.8311808 ,0.5940986 ,0.567228 ,0.73879 ,0.8209279 ,0.5914235 ,0.4318287 ,0.4661523 ,0.6647479 ,0.6815739 ,0.6249041 ,0.6851945 ,0.6842726 ,0.5829627 ,0.4957479 ,0.5082617 ,0.5258616 ,0.4808052 ,0.4388318 ,0.4337866 ,0.3888627 ,0.2992104 ,0.2542816 ,0.2519674 ,0.2801879 ,0.3007221 ,0.3013709 ,0.283818 ,0.2662652 ,0.2487123 ,0.2311595 ,0.2223831 ,
2 ,0.9678868 ,0.9863871 ,1.023388 ,1.060388 ,1.097389 ,1.134389 ,1.083769 ,0.9365265 ,0.7715234 ,0.8091666 ,0.9876499 ,1.128656 ,1.131848 ,1.11647 ,1.277055 ,1.264257 ,1.133268 ,0.8554246 ,0.8391627 ,1.032819 ,1.251255 ,1.299059 ,1.120868 ,0.876652 ,0.8747947 ,1.297473 ,1.667032 ,1.907608 ,1.749329 ,1.55683 ,1.283974 ,0.9201204 ,0.8827948 ,0.8035744 ,1.051772 ,1.062589 ,1.020664 ,0.9233548 ,0.7449475 ,0.7746826 ,0.7048642 ,0.7036279 ,0.6951458 ,0.7256836 ,0.8336123 ,0.8328979 ,0.8280399 ,0.6432684 ,0.5073895 ,0.4627919 ,0.4787486 ,0.6836515 ,0.566072 ,0.6640617 ,0.4307695 ,0.6984177 ,0.7656939 ,1.115258 ,0.8941323 ,0.729145 ,0.5231502 ,0.5971238 ,0.8740947 ,0.8381552 ,0.6333166 ,0.3521574 ,0.4826586 ,0.6913285 ,0.7645417 ,0.7414317 ,0.774019 ,0.6972643 ,0.4612933 ,0.3561792 ,0.5072038 ,0.5698001 ,0.5000051 ,0.3602549 ,0.3586932 ,0.3704341 ,0.3686819 ,0.3865384 ,0.3888526 ,0.3591458 ,0.3195725 ,0.2823317 ,0.247226 ,0.2121204 ,0.1770147 ,0.141909 ,0.1243562 ,
3 ,0.9778719 ,1.024123 ,1.116624 ,1.209126 ,1.301627 ,1.394128 ,1.356753 ,1.176159 ,0.9213397 ,0.8383395 ,0.9102348 ,1.025522 ,1.086339 ,1.175115 ,1.450172 ,1.498613 ,1.388033 ,1.059474 ,0.9837191 ,1.09145 ,1.174824 ,1.235034 ,1.159353 ,0.9968974 ,0.9625812 ,1.23352 ,1.603079 ,1.821727 ,1.7571 ,1.493399 ,1.236216 ,0.8077349 ,0.7917852 ,0.6771244 ,1.005788 ,1.111015 ,1.157108 ,1.109196 ,0.9222758 ,0.8619491 ,0.6863181 ,0.6134092 ,0.7348878 ,0.7426404 ,0.939918 ,0.8885839 ,0.8242521 ,0.599957 ,0.4447956 ,0.4301726 ,0.4230233 ,0.7708228 ,0.8232089 ,0.9300185 ,0.6954456 ,0.8739032 ,0.8274852 ,0.7357353 ,0.4396485 ,0.3794427 ,0.426931 ,0.5802799 ,0.7964176 ,0.7154474 ,0.5917405 ,0.422423 ,0.5922497 ,0.6441445 ,0.6644688 ,0.733339 ,0.9106987 ,0.9868053 ,0.8313662 ,0.6980526 ,0.7426719 ,0.7039584 ,0.6240044 ,0.5044565 ,0.4587649 ,0.4137032 ,0.4066943 ,0.4781202 ,0.4873772 ,0.3725135 ,0.2649911 ,0.2136067 ,0.2136067 ,0.2136067 ,0.2136067 ,0.2136067 ,0.2136067 ,
4 ,0.9778719 ,1.024123 ,1.116624 ,1.209126 ,1.301627 ,1.394128 ,1.382232 ,1.255213 ,1.064816 ,1.002566 ,1.047566 ,1.103658 ,1.118247 ,1.157553 ,1.324759 ,1.538974 ,1.482345 ,1.221209 ,0.9686354 ,0.9887259 ,1.056314 ,1.126312 ,1.115401 ,0.9941117 ,0.9291943 ,1.077788 ,1.31586 ,1.473237 ,1.383209 ,1.180638 ,1.059883 ,0.8420575 ,0.8991346 ,0.7177642 ,0.9396242 ,1.096254 ,1.193066 ,1.128541 ,0.861768 ,0.7659948 ,0.6949927 ,0.676957 ,0.8927953 ,0.9154593 ,1.075912 ,0.8689936 ,0.7017347 ,0.5110256 ,0.5074061 ,0.6030275 ,0.704561 ,0.9083746 ,0.932142 ,0.8964047 ,0.7848056 ,0.7868263 ,0.7721451 ,0.654353 ,0.4392239 ,0.3737901 ,0.386154 ,0.5889574 ,0.6800715 ,0.6442329 ,0.6629305 ,0.664859 ,0.727808 ,0.7621175 ,0.7291359 ,0.7529488 ,0.698686 ,0.7544029 ,0.7358748 ,0.6820096 ,0.7467225 ,0.7058046 ,0.7060027 ,0.6768909 ,0.7808063 ,0.8228311 ,0.7366833 ,0.5949979 ,0.4287701 ,0.2662056 ,0.1650296 ,0.1258425 ,0.1433953 ,0.1609482 ,0.178501 ,0.1960538 ,0.2048302 ,
5 ,0.96123 ,0.96123 ,0.96123 ,0.96123 ,0.96123 ,0.96123 ,0.9230117 ,0.8426494 ,0.762963 ,0.7942713 ,0.8834708 ,0.9076374 ,0.9165694 ,0.9865308 ,1.147461 ,1.306758 ,1.318746 ,1.213136 ,1.016216 ,0.9487229 ,0.9941818 ,1.186531 ,1.246638 ,1.223476 ,0.9786397 ,0.9628165 ,0.9151572 ,1.036263 ,1.078439 ,0.952722 ,0.9148904 ,0.7356171 ,0.8512957 ,0.7910022 ,0.8249203 ,0.8781554 ,0.978864 ,1.076173 ,0.8985696 ,0.7866735 ,0.7773797 ,0.8963054 ,1.008201 ,0.8903992 ,0.8784867 ,0.6986419 ,0.6289367 ,0.5911226 ,0.7353664 ,0.8578205 ,0.8240245 ,0.8502304 ,0.808452 ,0.7904907 ,0.8866182 ,0.7926349 ,0.842265 ,0.5772887 ,0.5615372 ,0.5386572 ,0.5118524 ,0.577653 ,0.5277572 ,0.551076 ,0.6530726 ,0.7765656 ,0.7897461 ,0.7136072 ,0.5576666 ,0.5601202 ,0.6212716 ,0.8373926 ,0.8993963 ,0.7492255 ,0.6231247 ,0.5569091 ,0.6276058 ,0.7001059 ,0.7992114 ,0.7912355 ,0.6189399 ,0.4053332 ,0.2549177 ,0.2136067 ,0.2136067 ,0.2136067 ,0.2136067 ,0.2136067 ,0.2136067 ,0.2136067 ,0.2136067 ,
6 ,0.9545732 ,0.9360729 ,0.8990724 ,0.8620718 ,0.8250712 ,0.7880706 ,0.7622547 ,0.7487722 ,0.7815195 ,0.9063862 ,1.030864 ,0.9927315 ,0.9054879 ,0.8650247 ,0.87344 ,1.081137 ,1.1649 ,1.267724 ,1.071518 ,0.9208805 ,0.9255092 ,1.070003 ,1.184542 ,1.15025 ,0.9360144 ,0.8930149 ,0.7689377 ,0.8772777 ,0.9310019 ,0.8976613 ,0.8546895 ,0.7841605 ,0.8357114 ,0.7675604 ,0.7056214 ,0.8496019 ,0.9905377 ,0.9639881 ,0.7241656 ,0.6757969 ,0.8377824 ,1.063511 ,1.044003 ,0.868844 ,0.7499304 ,0.7322059 ,0.7049351 ,0.7634337 ,0.8273378 ,0.9785598 ,0.9465705 ,0.8413487 ,0.6571659 ,0.5323981 ,0.6129955 ,0.6318116 ,0.7402518 ,0.6683347 ,0.646587 ,0.6360094 ,0.5683748 ,0.6528729 ,0.7296923 ,0.7098604 ,0.7895144 ,0.7240645 ,0.7148988 ,0.6428355 ,0.5379813 ,0.53448 ,0.5838586 ,0.7144862 ,0.6948332 ,0.5039112 ,0.3423129 ,0.32041 ,0.354802 ,0.446536 ,0.6240463 ,0.7084742 ,0.5719034 ,0.3050309 ,0.1249176 ,0.1336578 ,0.1810726 ,0.1945675 ,0.1770147 ,0.1594618 ,0.141909 ,0.1243562 ,0.1155798 ,
7 ,0.9512448 ,0.9234944 ,0.8679935 ,0.8124927 ,0.7569918 ,0.701491 ,0.6755064 ,0.6820702 ,0.7498442 ,0.8975726 ,1.057628 ,1.110616 ,1.056952 ,0.9921051 ,1.044839 ,1.116041 ,1.172051 ,1.246439 ,1.280004 ,1.217372 ,1.145769 ,1.129691 ,1.144044 ,1.088801 ,0.9401392 ,0.9739197 ,0.9112238 ,0.9711969 ,1.077744 ,1.115706 ,1.081546 ,0.9186316 ,0.8134528 ,0.7764103 ,0.7860101 ,0.9621829 ,0.9894906 ,0.9866735 ,0.8629761 ,0.9322863 ,1.10614 ,1.244264 ,1.161692 ,0.8777919 ,0.6944422 ,0.7159974 ,0.761867 ,0.8596914 ,0.914575 ,0.9681913 ,0.976997 ,0.8321208 ,0.6303478 ,0.4345234 ,0.4733847 ,0.5837878 ,0.7015316 ,0.6104968 ,0.5629034 ,0.6584133 ,0.7236719 ,0.7423695 ,0.6894134 ,0.5431837 ,0.5637324 ,0.4989631 ,0.5651634 ,0.5087624 ,0.4620979 ,0.4766303 ,0.5579505 ,0.5817747 ,0.5379689 ,0.4464486 ,0.4233612 ,0.4190583 ,0.3396099 ,0.246966 ,0.2770266 ,0.3061014 ,0.2521739 ,0.1539792 ,0.1219672 ,0.2007345 ,0.2750299 ,0.3013709 ,0.283818 ,0.2662652 ,0.2487123 ,0.2311595 ,0.2223831 ,
8 ,0.96123 ,0.96123 ,0.96123 ,0.96123 ,0.96123 ,0.96123 ,0.9739694 ,1.000757 ,1.043137 ,1.090972 ,1.126466 ,1.124914 ,1.063328 ,0.9730428 ,0.9308211 ,1.013605 ,1.017586 ,1.126983 ,1.225683 ,1.249707 ,1.141703 ,1.013689 ,1.057582 ,0.980242 ,0.8209797 ,0.8482886 ,0.9968311 ,1.065198 ,1.148394 ,1.095043 ,1.097878 ,1.013672 ,0.8747165 ,0.7861973 ,0.751606 ,0.9083119 ,0.9173355 ,0.8176515 ,0.8098097 ,0.9584608 ,1.107591 ,1.085275 ,1.045184 ,0.8216083 ,0.8161653 ,0.8865469 ,1.018242 ,0.9791048 ,0.9345423 ,0.863291 ,0.9646741 ,0.8460039 ,0.8005001 ,0.5868411 ,0.4917393 ,0.5205165 ,0.5937744 ,0.6807457 ,0.5480967 ,0.5368033 ,0.4691686 ,0.608523 ,0.6979713 ,0.6181103 ,0.5957677 ,0.4436405 ,0.5642461 ,0.5854765 ,0.5905688 ,0.5261935 ,0.4816181 ,0.4870447 ,0.4996179 ,0.4827608 ,0.4437678 ,0.3961659 ,0.3148048 ,0.3023312 ,0.4288447 ,0.5264631 ,0.4760401 ,0.3159709 ,0.2110654 ,0.2404612 ,0.287876 ,0.3013709 ,0.283818 ,0.2662652 ,0.2487123 ,0.2311595 ,0.2223831 ,
9 ,0.9579016 ,0.9486515 ,0.9301512 ,0.9116509 ,0.8931506 ,0.8746503 ,0.8872212 ,0.9340549 ,0.9775657 ,0.9233957 ,0.8878317 ,1.076281 ,1.261638 ,1.324806 ,1.333122 ,1.34389 ,1.317897 ,1.220252 ,1.213238 ,1.202224 ,1.119663 ,0.9942157 ,1.000276 ,0.8721123 ,0.7940525 ,0.8186471 ,0.9562716 ,0.9116478 ,1.053569 ,1.099143 ,1.177716 ,1.065751 ,0.9073204 ,0.8279393 ,0.7446758 ,0.8137122 ,0.765693 ,0.7441728 ,0.8529213 ,0.9955518 ,1.017307 ,0.8931603 ,0.9086235 ,0.819542 ,0.808656 ,0.8527851 ,0.9488788 ,0.8243153 ,0.7888903 ,0.7371601 ,0.8705309 ,0.7932959 ,0.7470871 ,0.6314146 ,0.5505623 ,0.5013135 ,0.5656248 ,0.5868879 ,0.6063988 ,0.5864279 ,0.5534411 ,0.5591215 ,0.550444 ,0.4594099 ,0.5133923 ,0.5036696 ,0.6419846 ,0.5920128 ,0.5460186 ,0.5166631 ,0.4791245 ,0.4988422 ,0.5355682 ,0.5637677 ,0.5984691 ,0.5842639 ,0.5416257 ,0.451519 ,0.45235 ,0.4802158 ,0.4567565 ,0.3501449 ,0.2726229 ,0.2801879 ,0.3007221 ,0.3013709 ,0.283818 ,0.2662652 ,0.2487123 ,0.2311595 ,0.2223831 ,
