conotool csv
//HEADER//
invert,0
maxtheta,90 
maxphi,359 
thetastep,1 
phistep,1 
source,Autronics
filename,@Detector_Ang20640.csv
commondata,yes
datatype,Luminance
spotsize,N/A
spotinpower,N/A
//BODY//
Phi\Theta,0 ,1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23 ,24 ,25 ,26 ,27 ,28 ,29 ,30 ,31 ,32 ,33 ,34 ,35 ,36 ,37 ,38 ,39 ,40 ,41 ,42 ,43 ,44 ,45 ,46 ,47 ,48 ,49 ,50 ,51 ,52 ,53 ,54 ,55 ,56 ,57 ,58 ,59 ,60 ,61 ,62 ,63 ,64 ,65 ,66 ,67 ,68 ,69 ,70 ,71 ,72 ,73 ,74 ,75 ,76 ,77 ,78 ,79 ,80 ,81 ,82 ,83 ,84 ,85 ,86 ,87 ,88 ,89 ,90 ,
0 ,1.892504 ,1.809253 ,1.642751 ,1.476248 ,1.309745 ,1.143243 ,1.065289 ,1.084981 ,1.13577 ,1.017055 ,0.7497234 ,0.4424384 ,0.4481405 ,0.7191238 ,0.9746289 ,0.8858771 ,0.6863768 ,0.575094 ,0.6250812 ,0.6871655 ,0.7639466 ,0.8512764 ,0.7254563 ,0.682121 ,0.9472861 ,0.9717398 ,0.9936412 ,0.8081073 ,1.016277 ,1.108122 ,0.9573002 ,0.7965903 ,0.5535066 ,0.4998638 ,0.4469671 ,0.4897571 ,0.5340167 ,0.5482576 ,0.6287129 ,0.8636658 ,1.00963 ,1.08938 ,0.9190924 ,0.7113001 ,0.6044968 ,0.5849559 ,0.6756949 ,0.6463422 ,0.5972109 ,0.6901442 ,0.8397344 ,0.7539995 ,0.6556807 ,0.5087888 ,0.6067721 ,0.5954249 ,0.4937898 ,0.4339335 ,0.5706222 ,0.6055703 ,0.4521358 ,0.2559884 ,0.2610244 ,0.5505303 ,0.6479069 ,0.8430158 ,0.7781674 ,0.7685236 ,0.8892183 ,0.9406836 ,0.8924486 ,0.6385483 ,0.5346199 ,0.5444554 ,0.416493 ,0.4147072 ,0.4002272 ,0.4477885 ,0.3756253 ,0.3362078 ,0.3792817 ,0.4065218 ,0.3758607 ,0.2793851 ,0.1987433 ,0.160205 ,0.160205 ,0.160205 ,0.160205 ,0.160205 ,0.160205 ,
1 ,1.899161 ,1.83441 ,1.704908 ,1.575406 ,1.445904 ,1.316402 ,1.213307 ,1.139331 ,1.072592 ,0.9498367 ,0.7718546 ,0.5654462 ,0.5442743 ,0.6906537 ,0.8215549 ,0.6995282 ,0.5683359 ,0.5818572 ,0.7336945 ,0.8017497 ,0.8148215 ,0.8355025 ,0.7307451 ,0.6864688 ,0.8132726 ,0.793974 ,0.7852065 ,0.6933753 ,0.8677562 ,0.96123 ,0.8529853 ,0.7807732 ,0.6454433 ,0.6824858 ,0.6694147 ,0.6443732 ,0.6170655 ,0.5528248 ,0.6156461 ,0.7009245 ,0.7762782 ,0.8738284 ,0.7737201 ,0.7035475 ,0.5789931 ,0.7150589 ,0.7530765 ,0.7405707 ,0.5617926 ,0.6635188 ,0.7383329 ,0.806372 ,0.6937439 ,0.6403637 ,0.606997 ,0.5698273 ,0.4931239 ,0.5086535 ,0.6155308 ,0.5766019 ,0.4332442 ,0.2994291 ,0.3896779 ,0.5565103 ,0.6136659 ,0.7999996 ,0.8373177 ,0.8019374 ,0.7503891 ,0.6796466 ,0.6299046 ,0.4581235 ,0.4096159 ,0.4600202 ,0.4270148 ,0.4335221 ,0.4672106 ,0.5560193 ,0.527285 ,0.4599505 ,0.4259779 ,0.4352258 ,0.3943442 ,0.2657101 ,0.1581877 ,0.1068033 ,0.1068033 ,0.1068033 ,0.1068033 ,0.1068033 ,0.1068033 ,
2 ,1.905818 ,1.859567 ,1.767066 ,1.674564 ,1.582063 ,1.489562 ,1.425022 ,1.391316 ,1.361326 ,1.261433 ,1.083343 ,0.8465613 ,0.6799518 ,0.6468154 ,0.8325468 ,0.7552701 ,0.7355244 ,0.635286 ,0.7609549 ,0.7844736 ,0.7598302 ,0.7481047 ,0.6561179 ,0.6001384 ,0.7719152 ,0.807649 ,0.7851596 ,0.6843057 ,0.701755 ,0.8319935 ,0.6830075 ,0.7139747 ,0.5590696 ,0.6706792 ,0.6938824 ,0.75951 ,0.7173127 ,0.6412035 ,0.606205 ,0.5161432 ,0.5954555 ,0.6574046 ,0.6730527 ,0.6405767 ,0.6406756 ,0.7326124 ,0.6837858 ,0.6338615 ,0.6631722 ,0.7863548 ,0.7382585 ,0.742511 ,0.6759076 ,0.7561214 ,0.6030412 ,0.5614439 ,0.4866727 ,0.8966876 ,0.9046189 ,0.828067 ,0.4651662 ,0.4022746 ,0.4905606 ,0.5554233 ,0.5880688 ,0.6882593 ,0.672632 ,0.59457 ,0.5085528 ,0.4411425 ,0.4008054 ,0.3065751 ,0.3388014 ,0.5128662 ,0.6393651 ,0.6973761 ,0.7400143 ,0.8095892 ,0.7024501 ,0.5005844 ,0.3160232 ,0.2710145 ,0.2505738 ,0.1862567 ,0.1324955 ,0.1068033 ,0.1068033 ,0.1068033 ,0.1068033 ,0.1068033 ,0.1068033 ,
3 ,1.905818 ,1.859567 ,1.767066 ,1.674564 ,1.582063 ,1.489562 ,1.348585 ,1.154154 ,0.9580131 ,0.895763 ,0.9229204 ,0.9182652 ,0.8250391 ,0.7245912 ,0.7417238 ,0.5775691 ,0.501402 ,0.4506864 ,0.6130946 ,0.7391178 ,0.7974484 ,0.8349872 ,0.7782306 ,0.6923786 ,0.6392911 ,0.6237497 ,0.6112992 ,0.5947905 ,0.6287883 ,0.722262 ,0.7450262 ,0.8942635 ,0.9156394 ,1.010093 ,0.9069564 ,0.7608101 ,0.6625289 ,0.4828759 ,0.5281318 ,0.4382247 ,0.5341502 ,0.5370194 ,0.5167231 ,0.6622527 ,0.7033957 ,0.7718921 ,0.6377185 ,0.5468489 ,0.6217298 ,0.6958949 ,0.6620245 ,0.7030617 ,0.6848667 ,0.7829151 ,0.6560994 ,0.6468687 ,0.6092119 ,0.9420533 ,0.8592345 ,0.7990286 ,0.6473585 ,0.6829596 ,0.7252754 ,0.4912026 ,0.4875575 ,0.527663 ,0.6002171 ,0.4618883 ,0.3816337 ,0.2786223 ,0.2226374 ,0.1485228 ,0.2026521 ,0.3650098 ,0.4915087 ,0.5632178 ,0.650407 ,0.7607159 ,0.715755 ,0.5889592 ,0.492298 ,0.5100747 ,0.4942624 ,0.372018 ,0.2581493 ,0.1945675 ,0.1770147 ,0.1594618 ,0.141909 ,0.1243562 ,0.1155798 ,
4 ,1.90249 ,1.846989 ,1.735987 ,1.624985 ,1.513984 ,1.402982 ,1.249098 ,1.047925 ,0.8444306 ,0.7572071 ,0.79337 ,0.911761 ,0.9309945 ,0.849546 ,0.7518046 ,0.6364523 ,0.5794583 ,0.4559472 ,0.4996521 ,0.6828838 ,0.8741614 ,0.9840604 ,0.8794885 ,0.777514 ,0.7019403 ,0.7649829 ,0.7905452 ,0.7475973 ,0.6464399 ,0.6743293 ,0.6854191 ,0.9411232 ,0.9232726 ,1.017887 ,0.8165726 ,0.8521737 ,0.770708 ,0.5993793 ,0.6261977 ,0.629327 ,0.7224849 ,0.6081352 ,0.6189766 ,0.6949636 ,0.7112927 ,0.5116861 ,0.4185865 ,0.4043622 ,0.60978 ,0.6434459 ,0.6131874 ,0.5426766 ,0.6884383 ,0.6973818 ,0.6692549 ,0.592787 ,0.5714483 ,0.9195815 ,0.7951654 ,0.8340944 ,0.7866132 ,0.8882937 ,0.800834 ,0.4872385 ,0.5060918 ,0.4788188 ,0.4506665 ,0.2945316 ,0.3405258 ,0.3137929 ,0.2425907 ,0.2040772 ,0.2938076 ,0.4470745 ,0.4693657 ,0.4900782 ,0.4976208 ,0.5546635 ,0.4890019 ,0.4099264 ,0.377706 ,0.3778179 ,0.3573771 ,0.2940509 ,0.2529825 ,0.251685 ,0.2867906 ,0.3218963 ,0.357002 ,0.3921077 ,0.4096605 ,
5 ,1.899161 ,1.83441 ,1.704908 ,1.575406 ,1.445904 ,1.316402 ,1.13687 ,0.9021697 ,0.6624992 ,0.5524141 ,0.6065273 ,0.8160392 ,1.033606 ,1.157029 ,1.013519 ,0.7899493 ,0.5645148 ,0.449153 ,0.458395 ,0.6140337 ,0.8181829 ,0.9967179 ,0.9360393 ,0.8548526 ,0.6025022 ,0.6608773 ,0.6693836 ,0.744706 ,0.6428749 ,0.6182095 ,0.7400803 ,0.9579056 ,1.064909 ,1.125363 ,0.9747053 ,0.9301207 ,0.7584385 ,0.5808754 ,0.6878796 ,0.6988384 ,0.7409656 ,0.6320589 ,0.7327967 ,0.8522586 ,0.7563413 ,0.5173029 ,0.5290684 ,0.5949264 ,0.6788856 ,0.570147 ,0.5399645 ,0.5254267 ,0.6795809 ,0.6439672 ,0.6420462 ,0.533577 ,0.5335152 ,0.7399589 ,0.6530052 ,0.6972838 ,0.6875414 ,0.8076407 ,0.7538193 ,0.5160221 ,0.5062483 ,0.4089877 ,0.4024515 ,0.2958579 ,0.3716906 ,0.3455391 ,0.2411038 ,0.1824745 ,0.223367 ,0.274616 ,0.2574125 ,0.2136067 ,0.2136067 ,0.2238726 ,0.2770266 ,0.3692925 ,0.4876607 ,0.5420291 ,0.5011476 ,0.3730089 ,0.2718329 ,0.2326458 ,0.2501987 ,0.2677515 ,0.2853043 ,0.3028572 ,0.3116336 ,
6 ,1.899161 ,1.83441 ,1.704908 ,1.575406 ,1.445904 ,1.316402 ,1.226046 ,1.178858 ,1.120603 ,0.920816 ,0.6984564 ,0.6804968 ,0.8996006 ,1.132392 ,1.002123 ,0.7964572 ,0.6298245 ,0.6540811 ,0.6890176 ,0.6856734 ,0.7637041 ,0.8826575 ,0.828596 ,0.7409445 ,0.659114 ,0.8545976 ,0.9011166 ,0.8784206 ,0.7511884 ,0.7499915 ,0.76478 ,0.8731878 ,0.887513 ,0.8734001 ,0.8292091 ,1.063526 ,1.013536 ,0.8549611 ,0.6864043 ,0.6997905 ,0.6873287 ,0.5717427 ,0.6734533 ,0.7871008 ,0.6979496 ,0.5610631 ,0.5498753 ,0.6995402 ,0.6803746 ,0.5567628 ,0.5587183 ,0.5367649 ,0.6969279 ,0.5810261 ,0.5755314 ,0.4454845 ,0.442039 ,0.660187 ,0.6976863 ,0.7632418 ,0.5861895 ,0.6190193 ,0.5651979 ,0.5258724 ,0.5454153 ,0.4901888 ,0.459772 ,0.3630429 ,0.401472 ,0.4029254 ,0.356843 ,0.3827851 ,0.4455806 ,0.4486767 ,0.3409736 ,0.2117604 ,0.1488044 ,0.1350329 ,0.2336431 ,0.3549839 ,0.4194247 ,0.3755983 ,0.3027048 ,0.2548197 ,0.2469782 ,0.2707241 ,0.3233826 ,0.3760411 ,0.4286996 ,0.4813582 ,0.5076874 ,
7 ,1.889176 ,1.796675 ,1.611672 ,1.426669 ,1.241666 ,1.056663 ,0.9658016 ,0.9787518 ,1.032356 ,0.9261277 ,0.7479674 ,0.6980824 ,0.8383057 ,1.004925 ,0.9312247 ,0.815067 ,0.7106441 ,0.7571806 ,0.7389308 ,0.6321274 ,0.6305127 ,0.6952207 ,0.6532807 ,0.5878897 ,0.645349 ,0.9219984 ,0.9833362 ,0.8575798 ,0.7564224 ,0.7795909 ,0.8641403 ,0.9072475 ,0.8646957 ,0.7574103 ,0.7132192 ,0.9333105 ,0.9316133 ,0.8537342 ,0.5871567 ,0.6143097 ,0.5814763 ,0.569354 ,0.5612152 ,0.7789767 ,0.7911859 ,0.7611027 ,0.6425338 ,0.6551385 ,0.7481181 ,0.6822923 ,0.7767508 ,0.6782533 ,0.7131494 ,0.6150884 ,0.5940636 ,0.5988563 ,0.5722018 ,0.7346778 ,0.7031746 ,0.7477503 ,0.570698 ,0.5481141 ,0.5747407 ,0.5540371 ,0.5169582 ,0.4360332 ,0.4712693 ,0.5392569 ,0.6000661 ,0.5736239 ,0.4706955 ,0.419211 ,0.4749266 ,0.5144684 ,0.5122708 ,0.4482595 ,0.4044121 ,0.3409386 ,0.35212 ,0.3982529 ,0.457437 ,0.4759007 ,0.4327049 ,0.3342731 ,0.2726704 ,0.2707241 ,0.3233826 ,0.3760411 ,0.4286996 ,0.4813582 ,0.5076874 ,
8 ,1.889176 ,1.796675 ,1.611672 ,1.426669 ,1.241666 ,1.056663 ,0.9530622 ,0.939225 ,0.9843449 ,0.9551483 ,0.8748936 ,0.8188016 ,0.7859073 ,0.7565775 ,0.7590188 ,0.8501465 ,0.8901398 ,0.8933263 ,0.8633673 ,0.8143347 ,0.7840618 ,0.7083032 ,0.5953464 ,0.627674 ,0.7500784 ,0.9956615 ,1.016575 ,0.8576617 ,0.810931 ,0.769712 ,0.8064283 ,0.7845716 ,0.7026933 ,0.6000612 ,0.559678 ,0.8280959 ,0.8641985 ,0.7916688 ,0.3996496 ,0.509035 ,0.5438455 ,0.6494864 ,0.5864229 ,0.7626476 ,0.8445381 ,0.8181335 ,0.642029 ,0.4998223 ,0.5179211 ,0.4981498 ,0.7118308 ,0.6677247 ,0.6952858 ,0.5260289 ,0.5218149 ,0.5690326 ,0.5602096 ,0.5812344 ,0.512269 ,0.5302181 ,0.6099782 ,0.7334064 ,0.8455298 ,0.745066 ,0.5475176 ,0.4692018 ,0.5124341 ,0.6614885 ,0.6763035 ,0.5914408 ,0.4956165 ,0.500645 ,0.562979 ,0.5617696 ,0.4940629 ,0.5421717 ,0.5700321 ,0.5661385 ,0.4824286 ,0.4166815 ,0.3879655 ,0.3349234 ,0.2643441 ,0.1892293 ,0.1735465 ,0.2210382 ,0.3263552 ,0.4316723 ,0.5369893 ,0.6423063 ,0.6949648 ,
9 ,1.879191 ,1.758939 ,1.518435 ,1.277932 ,1.037428 ,0.7969241 ,0.6673387 ,0.6600652 ,0.7729591 ,0.8914909 ,0.9980554 ,1.086073 ,1.106317 ,1.046602 ,0.9122113 ,0.91545 ,0.8928218 ,0.8902359 ,0.816806 ,0.7748543 ,0.7803826 ,0.7466668 ,0.7113439 ,0.8602959 ,0.9127269 ,1.042321 ,0.9911529 ,0.8081056 ,0.6779512 ,0.5833139 ,0.6610503 ,0.7397586 ,0.6027041 ,0.6059082 ,0.5501333 ,0.7052632 ,0.6165153 ,0.5858211 ,0.3891772 ,0.5175769 ,0.4877113 ,0.6712336 ,0.6578172 ,0.840886 ,0.8090092 ,0.8004812 ,0.7063256 ,0.5267994 ,0.499328 ,0.4017714 ,0.6171832 ,0.5605188 ,0.5612238 ,0.4631754 ,0.4796726 ,0.5756871 ,0.5851143 ,0.6109188 ,0.454624 ,0.4718572 ,0.5793755 ,0.7517007 ,0.8052509 ,0.6421428 ,0.4247353 ,0.3794115 ,0.4647811 ,0.6421463 ,0.6116375 ,0.5261935 ,0.5015713 ,0.5425991 ,0.631868 ,0.7044771 ,0.6376702 ,0.6807924 ,0.6004423 ,0.5545168 ,0.3807255 ,0.2741626 ,0.3011264 ,0.3458635 ,0.3504919 ,0.2950418 ,0.2666661 ,0.2897633 ,0.3599746 ,0.430186 ,0.5003973 ,0.5706087 ,0.6057143 ,
