conotool csv
//HEADER//
invert,0
maxtheta,90 
maxphi,359 
thetastep,1 
phistep,1 
source,Autronics
filename,@Detector_Ang20280.csv
commondata,yes
datatype,Luminance
spotsize,N/A
spotinpower,N/A
//BODY//
Phi\Theta,0 ,1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23 ,24 ,25 ,26 ,27 ,28 ,29 ,30 ,31 ,32 ,33 ,34 ,35 ,36 ,37 ,38 ,39 ,40 ,41 ,42 ,43 ,44 ,45 ,46 ,47 ,48 ,49 ,50 ,51 ,52 ,53 ,54 ,55 ,56 ,57 ,58 ,59 ,60 ,61 ,62 ,63 ,64 ,65 ,66 ,67 ,68 ,69 ,70 ,71 ,72 ,73 ,74 ,75 ,76 ,77 ,78 ,79 ,80 ,81 ,82 ,83 ,84 ,85 ,86 ,87 ,88 ,89 ,90 ,
0 ,1.696909 ,1.960538 ,2.487796 ,3.015055 ,3.542313 ,4.069571 ,4.571212 ,5.044605 ,5.343269 ,5.246177 ,4.777813 ,4.115355 ,3.98098 ,4.30192 ,4.536508 ,4.555781 ,4.40124 ,4.493117 ,4.441422 ,4.147312 ,3.759314 ,3.752637 ,3.900658 ,4.176628 ,3.442035 ,3.357153 ,3.027209 ,3.347955 ,2.562571 ,2.577779 ,2.585031 ,3.194362 ,2.756273 ,2.356726 ,1.861712 ,1.619404 ,1.535278 ,1.50746 ,1.573941 ,1.343789 ,1.177357 ,1.179211 ,1.143531 ,1.133265 ,0.9178215 ,0.9346035 ,0.7904629 ,0.5818497 ,0.4121204 ,0.3725888 ,0.4605378 ,0.4252353 ,0.294312 ,0.3345027 ,0.3888649 ,0.3798707 ,0.2730674 ,0.2576567 ,0.1924691 ,0.1790072 ,0.1388 ,0.2586991 ,0.2721609 ,0.2115089 ,0.1123899 ,0.0978058 ,0.1358166 ,0.1351708 ,0.1265269 ,0.1363312 ,0.1070471 ,0.0768734 ,0.0645663 ,0.1231593 ,0.125106 ,0.1258664 ,0.07140938 ,0.06946259 ,0.02760764 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
1 ,1.68526 ,1.916513 ,2.379021 ,2.841528 ,3.304035 ,3.766542 ,4.216636 ,4.653041 ,4.969179 ,4.99801 ,4.712124 ,4.177813 ,4.139513 ,4.534398 ,4.718019 ,4.637923 ,4.332251 ,4.380764 ,4.225087 ,3.843365 ,3.560756 ,3.748549 ,3.949833 ,4.076934 ,3.390456 ,3.200385 ,2.965778 ,3.196117 ,2.643758 ,2.633786 ,2.679361 ,2.999368 ,2.623782 ,2.145574 ,1.828599 ,1.679044 ,1.632722 ,1.672025 ,1.601294 ,1.417731 ,1.321215 ,1.485364 ,1.508178 ,1.351807 ,0.9737788 ,0.8266771 ,0.6638352 ,0.613812 ,0.4752031 ,0.5219861 ,0.5806188 ,0.6273958 ,0.4612239 ,0.3812144 ,0.3132723 ,0.3048799 ,0.2124007 ,0.1923298 ,0.1923298 ,0.2136067 ,0.1894161 ,0.2554955 ,0.2554955 ,0.2478093 ,0.1461288 ,0.100805 ,0.09054437 ,0.09011384 ,0.08435124 ,0.09088747 ,0.091318 ,0.08920182 ,0.08099708 ,0.1001058 ,0.08470189 ,0.1131121 ,0.0952125 ,0.09261678 ,0.03681018 ,0.01053185 ,0.0392478 ,0.06612839 ,0.06844264 ,0.0397267 ,0.0128461 ,0 ,0 ,0 ,0 ,0 ,0 ,
2 ,1.691917 ,1.94167 ,2.441178 ,2.940686 ,3.440194 ,3.939701 ,4.326435 ,4.58881 ,4.65689 ,4.525688 ,4.178107 ,3.643796 ,3.623802 ,4.099867 ,4.524337 ,4.511596 ,4.094932 ,3.938798 ,3.855413 ,3.769852 ,3.811881 ,3.899836 ,3.830865 ,3.687971 ,3.333161 ,3.221822 ,3.003175 ,3.016317 ,2.83129 ,2.91017 ,2.879383 ,2.827087 ,2.469451 ,2.197145 ,1.968448 ,1.978265 ,1.911188 ,1.932388 ,1.755921 ,1.586982 ,1.564042 ,1.614238 ,1.554666 ,1.297305 ,0.9616444 ,0.8483045 ,0.7006261 ,0.7344099 ,0.5483915 ,0.6293187 ,0.7290454 ,0.8418821 ,0.7545999 ,0.4608349 ,0.2336776 ,0.2040726 ,0.1901672 ,0.1703346 ,0.1069897 ,0.1475216 ,0.1914424 ,0.2708176 ,0.2332537 ,0.2565725 ,0.1313878 ,0.09700135 ,0.0295235 ,0.02587838 ,0 ,0.020778 ,0.05637911 ,0.0743787 ,0.0536007 ,0.01799959 ,2.595717e-3 ,0.05840232 ,0.0952125 ,0.09261678 ,0.03681018 ,0.01053185 ,0.0392478 ,0.06612839 ,0.06844264 ,0.0397267 ,0.0128461 ,0 ,0 ,0 ,0 ,0 ,0 ,
3 ,1.678603 ,1.891356 ,2.316863 ,2.742369 ,3.167876 ,3.593383 ,3.928484 ,4.163895 ,4.270352 ,4.288991 ,4.217465 ,4.068701 ,4.050478 ,4.15366 ,4.214752 ,4.203376 ,3.974325 ,3.898352 ,3.724616 ,3.561672 ,3.668574 ,3.88814 ,3.859904 ,3.660128 ,3.487724 ,3.421801 ,3.075524 ,2.712027 ,2.623346 ,2.705484 ,2.80315 ,2.379976 ,2.280599 ,1.998834 ,2.103245 ,2.014833 ,2.012635 ,2.091683 ,1.898253 ,1.718356 ,1.605026 ,1.764895 ,1.738506 ,1.436448 ,1.017277 ,0.7672026 ,0.6600577 ,0.665303 ,0.6152226 ,0.6976067 ,0.7813024 ,0.9454616 ,0.8588844 ,0.582954 ,0.2415778 ,0.2603939 ,0.2410491 ,0.2924187 ,0.2429642 ,0.2622193 ,0.196484 ,0.1747363 ,0.1248405 ,0.1866131 ,0.1154108 ,0.07720058 ,0.0307914 ,0.0307914 ,0.02106867 ,0.020778 ,0.05637911 ,0.09198022 ,0.1068033 ,0.09855712 ,0.06555172 ,0.08575721 ,0.0952125 ,0.09774973 ,0.06852014 ,0.07784292 ,0.137027 ,0.1642112 ,0.1437704 ,0.07945339 ,0.0256922 ,0 ,0 ,0 ,0 ,0 ,0 ,
4 ,1.695245 ,1.954249 ,2.472257 ,2.990265 ,3.508273 ,4.026281 ,4.285789 ,4.260244 ,4.005078 ,3.872131 ,3.872824 ,3.930468 ,3.823581 ,3.665529 ,3.826818 ,4.023935 ,3.977737 ,3.764748 ,3.758398 ,3.902433 ,4.076323 ,4.068671 ,3.904554 ,3.709935 ,3.658705 ,3.544503 ,3.13075 ,2.59841 ,2.595877 ,2.654746 ,2.624796 ,2.148046 ,2.133997 ,2.093421 ,2.190926 ,1.972835 ,1.963302 ,2.064151 ,1.968609 ,1.693331 ,1.416829 ,1.574991 ,1.546371 ,1.356144 ,1.009695 ,0.8186167 ,0.7368044 ,0.6369649 ,0.6615892 ,0.6903571 ,0.647681 ,0.6566782 ,0.5938685 ,0.4603426 ,0.2331853 ,0.2899989 ,0.291931 ,0.3435389 ,0.2585203 ,0.2119228 ,0.1459492 ,0.116586 ,0.09893396 ,0.1288298 ,0.07484734 ,0.08457007 ,0.0911063 ,0.08746119 ,0.04213735 ,0.020778 ,0.03642582 ,0.05402734 ,0.06885045 ,0.08055752 ,0.06425386 ,0.05655605 ,0.06480227 ,0.09910552 ,0.1068033 ,0.1068033 ,0.1068033 ,0.09808282 ,0.07532781 ,0.0397267 ,0.0128461 ,0 ,0 ,0 ,0 ,0 ,0 ,
5 ,1.698573 ,1.966827 ,2.503336 ,3.039844 ,3.576352 ,4.112861 ,4.359798 ,4.287419 ,3.988742 ,3.909965 ,4.026514 ,4.169072 ,4.069095 ,3.884363 ,4.040425 ,4.455603 ,4.606996 ,4.411107 ,4.095441 ,3.955959 ,3.944401 ,3.848741 ,3.663747 ,3.582232 ,3.674664 ,3.646163 ,3.357759 ,2.817164 ,2.63393 ,2.346761 ,2.306298 ,1.855702 ,1.960881 ,1.814951 ,2.025192 ,1.706948 ,1.726463 ,1.797666 ,1.878998 ,1.627589 ,1.328935 ,1.443949 ,1.472485 ,1.325769 ,0.9958473 ,0.7776955 ,0.6534488 ,0.5534114 ,0.6464502 ,0.6544902 ,0.5316558 ,0.3803484 ,0.3367073 ,0.3278256 ,0.2592433 ,0.3480582 ,0.3124571 ,0.4443494 ,0.3851764 ,0.3495753 ,0.1421506 ,0.09893396 ,0.1222032 ,0.1558234 ,0.1054861 ,0.1178179 ,0.1206298 ,0.1133396 ,0.04213735 ,0.020778 ,0.05637911 ,0.09198022 ,0.1068033 ,0.09855712 ,0.06295601 ,0.02735489 ,0.01719602 ,0.05279713 ,0.08839824 ,0.1068033 ,0.1068033 ,0.09808282 ,0.07532781 ,0.0397267 ,0.0128461 ,0 ,0 ,0 ,0 ,0 ,0 ,
6 ,1.675275 ,1.878778 ,2.285784 ,2.69279 ,3.099797 ,3.506803 ,3.739821 ,3.780978 ,3.657991 ,3.591517 ,3.627549 ,3.777865 ,3.894285 ,3.960188 ,4.046728 ,4.345346 ,4.401309 ,4.229276 ,3.931668 ,3.910369 ,3.975442 ,3.833666 ,3.626213 ,3.582837 ,3.883903 ,3.912255 ,3.747753 ,3.24329 ,2.96573 ,2.832301 ,2.620367 ,2.265703 ,2.157075 ,1.950208 ,2.126867 ,1.870842 ,1.889619 ,1.692626 ,1.578118 ,1.285789 ,1.102048 ,1.057489 ,1.126275 ,1.018285 ,0.8211059 ,0.6843715 ,0.596167 ,0.6405492 ,0.6696839 ,0.6138332 ,0.4002281 ,0.2473391 ,0.2581153 ,0.2492336 ,0.283554 ,0.2943429 ,0.3368967 ,0.356491 ,0.3268861 ,0.3109588 ,0.2103374 ,0.2187892 ,0.2031 ,0.2367202 ,0.1643564 ,0.1534191 ,0.1206298 ,0.1133396 ,0.04213735 ,0 ,0.01995329 ,0.03795289 ,0.03795289 ,0.02624581 ,0.04254947 ,0.05024728 ,0.05919708 ,0.055362 ,0.05668829 ,0.03949227 ,9.024102e-3 ,8.720517e-3 ,0.03147553 ,0.0665812 ,0.08711541 ,0.08776419 ,0.07021135 ,0.05265851 ,0.03510567 ,0.01755284 ,8.776419e-3 ,
7 ,1.661961 ,1.828464 ,2.161469 ,2.494474 ,2.827479 ,3.160484 ,3.367349 ,3.435116 ,3.367475 ,3.296778 ,3.359527 ,3.725562 ,4.269279 ,4.748544 ,4.789259 ,4.880189 ,4.757118 ,4.534553 ,3.949435 ,3.698121 ,3.819112 ,3.830156 ,3.659531 ,3.438476 ,3.891975 ,4.044476 ,4.087268 ,3.504786 ,2.954895 ,2.728058 ,2.47794 ,2.362957 ,2.120724 ,1.884351 ,2.014499 ,2.016741 ,2.035289 ,1.738332 ,1.516349 ,1.459223 ,1.420657 ,1.244654 ,1.093926 ,0.9484322 ,0.6963804 ,0.6485727 ,0.6066788 ,0.7276076 ,0.6216359 ,0.5038296 ,0.373846 ,0.4122122 ,0.4069084 ,0.3802633 ,0.283554 ,0.2587418 ,0.2869714 ,0.3416902 ,0.339792 ,0.3471635 ,0.2413135 ,0.2492078 ,0.2136067 ,0.2136067 ,0.1460496 ,0.1104485 ,0.07484734 ,0.08878751 ,0.0531864 ,0.01758529 ,0.01995329 ,0.03795289 ,0.05165108 ,0.06729889 ,0.08360255 ,0.07760217 ,0.04200106 ,7.697811e-3 ,0 ,0 ,0 ,8.720517e-3 ,0.03147553 ,0.0665812 ,0.08711541 ,0.08776419 ,0.07021135 ,0.05265851 ,0.03510567 ,0.01755284 ,8.776419e-3 ,
8 ,1.678603 ,1.891356 ,2.316863 ,2.742369 ,3.167876 ,3.593383 ,3.724654 ,3.531465 ,3.088642 ,2.816413 ,2.889099 ,3.434273 ,4.14165 ,4.67446 ,4.496628 ,4.311093 ,4.043606 ,3.864391 ,3.430919 ,3.442244 ,3.943075 ,4.276316 ,4.147446 ,3.643219 ,3.689477 ,3.631996 ,3.703024 ,3.303058 ,2.823696 ,2.694887 ,2.343663 ,2.365778 ,2.210749 ,2.21476 ,2.277709 ,2.183221 ,2.108853 ,1.869582 ,1.549373 ,1.442724 ,1.253841 ,1.210693 ,1.061409 ,0.939573 ,0.6531443 ,0.6024787 ,0.6064544 ,0.6956056 ,0.6298622 ,0.5530334 ,0.4639934 ,0.5128442 ,0.4419945 ,0.3797452 ,0.2286445 ,0.2794619 ,0.3734544 ,0.3223232 ,0.2413655 ,0.209511 ,0.2451121 ,0.2532851 ,0.1644309 ,0.1288298 ,0.07120222 ,0.04532384 ,0.04532384 ,0.06290913 ,0.07330218 ,0.07330218 ,0.07136471 ,0.05124893 ,0.02934601 ,0.0492993 ,0.08490041 ,0.1068033 ,0.08960731 ,0.0540062 ,0.01840509 ,0 ,0 ,8.720517e-3 ,0.03147553 ,0.0665812 ,0.08711541 ,0.08776419 ,0.07021135 ,0.05265851 ,0.03510567 ,0.01755284 ,8.776419e-3 ,
9 ,1.68526 ,1.916513 ,2.379021 ,2.841528 ,3.304035 ,3.766542 ,3.89815 ,3.664869 ,3.17233 ,2.929298 ,3.055475 ,3.56562 ,4.180782 ,4.65007 ,4.521137 ,4.388498 ,4.236235 ,4.129214 ,3.757937 ,3.633039 ,3.896519 ,4.185681 ,4.084845 ,3.556885 ,3.367679 ,3.274464 ,3.472416 ,3.144813 ,2.555951 ,2.143065 ,1.958478 ,2.006073 ,2.013324 ,1.9418 ,2.044459 ,1.850652 ,1.849184 ,1.753644 ,1.610167 ,1.453995 ,1.257993 ,1.388349 ,1.269573 ,1.04481 ,0.7284206 ,0.6421539 ,0.7207671 ,0.7687751 ,0.7276561 ,0.6193958 ,0.5357744 ,0.5337949 ,0.4242554 ,0.3441003 ,0.2137109 ,0.2857408 ,0.3050856 ,0.2948118 ,0.2198503 ,0.1916206 ,0.1562579 ,0.1424044 ,0.08353411 ,0.047933 ,0.015977 ,0.03924623 ,0.07484734 ,0.08878751 ,0.07330218 ,0.07330218 ,0.07136471 ,0.05124893 ,0.02934601 ,0.0492993 ,0.08490041 ,0.1068033 ,0.08960731 ,0.0540062 ,0.01840509 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
