conotool csv
//HEADER//
invert,0
maxtheta,90 
maxphi,359 
thetastep,1 
phistep,1 
source,Autronics
filename,@Detector_Ang20300.csv
commondata,yes
datatype,Luminance
spotsize,N/A
spotinpower,N/A
//BODY//
Phi\Theta,0 ,1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23 ,24 ,25 ,26 ,27 ,28 ,29 ,30 ,31 ,32 ,33 ,34 ,35 ,36 ,37 ,38 ,39 ,40 ,41 ,42 ,43 ,44 ,45 ,46 ,47 ,48 ,49 ,50 ,51 ,52 ,53 ,54 ,55 ,56 ,57 ,58 ,59 ,60 ,61 ,62 ,63 ,64 ,65 ,66 ,67 ,68 ,69 ,70 ,71 ,72 ,73 ,74 ,75 ,76 ,77 ,78 ,79 ,80 ,81 ,82 ,83 ,84 ,85 ,86 ,87 ,88 ,89 ,90 ,
0 ,3.849913 ,3.863788 ,3.891538 ,3.919289 ,3.947039 ,3.97479 ,4.299898 ,4.952908 ,5.635326 ,5.547187 ,5.038234 ,4.941122 ,5.115687 ,5.111333 ,4.736316 ,4.271545 ,3.916334 ,3.601004 ,3.703682 ,3.88513 ,3.884229 ,3.721117 ,3.447809 ,3.127399 ,2.928792 ,2.648948 ,2.715763 ,2.406582 ,2.461037 ,2.300582 ,2.556045 ,2.301424 ,2.384567 ,2.075702 ,1.988957 ,1.465437 ,1.145027 ,1.092953 ,0.9459222 ,0.9337141 ,0.8301724 ,0.857821 ,0.7857539 ,0.7993451 ,0.7052691 ,0.528054 ,0.3472934 ,0.3764978 ,0.3340433 ,0.3300479 ,0.2607276 ,0.3510658 ,0.4154699 ,0.3887086 ,0.3353069 ,0.2626753 ,0.2336581 ,0.3401039 ,0.37267 ,0.4019982 ,0.2421507 ,0.1141491 ,0.03885983 ,0.03885983 ,0.01849783 ,0.01458409 ,0.06798576 ,0.09436369 ,0.0797796 ,0.02637793 ,0 ,0 ,0.02054728 ,0.06157963 ,0.06157963 ,0.04103234 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
1 ,3.851577 ,3.870077 ,3.907078 ,3.944078 ,3.981079 ,4.018079 ,4.184029 ,4.492173 ,4.790025 ,4.691877 ,4.406389 ,4.39774 ,4.693459 ,4.997099 ,4.995247 ,4.669774 ,4.045907 ,3.583301 ,3.60013 ,3.869428 ,4.01506 ,3.757421 ,3.407563 ,2.917823 ,2.959081 ,2.817322 ,2.977435 ,2.633575 ,2.573531 ,2.346362 ,2.407032 ,2.219916 ,2.280694 ,1.897746 ,1.789897 ,1.434976 ,1.417423 ,1.301852 ,1.035544 ,0.8141083 ,0.7796909 ,0.7662585 ,0.7279548 ,0.7203233 ,0.6713362 ,0.5259675 ,0.3756738 ,0.4059307 ,0.3977419 ,0.323876 ,0.2580924 ,0.2963644 ,0.347693 ,0.3120175 ,0.2764164 ,0.2492078 ,0.2209782 ,0.2563409 ,0.2484467 ,0.2679988 ,0.1614338 ,0.07609941 ,0.02590655 ,0.05778329 ,0.04420862 ,0.04159947 ,0.04532384 ,0.06290913 ,0.0531864 ,0.01758529 ,0 ,0 ,0.01369819 ,0.04105308 ,0.04105308 ,0.02735489 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
2 ,3.884861 ,3.995862 ,4.217866 ,4.439869 ,4.661873 ,4.883876 ,5.051511 ,5.159193 ,5.167792 ,5.065787 ,4.896595 ,4.752486 ,4.681041 ,4.637843 ,4.568034 ,4.297076 ,3.962458 ,3.748058 ,3.797123 ,3.869252 ,3.853266 ,3.650651 ,3.4706 ,3.188901 ,3.022753 ,2.928644 ,3.044433 ,3.042757 ,2.824434 ,2.418262 ,2.231723 ,2.035081 ,2.12421 ,1.94284 ,1.912659 ,1.680343 ,1.588429 ,1.417227 ,1.062284 ,0.9009363 ,0.7957098 ,0.8513763 ,0.7809619 ,0.8622546 ,0.7172512 ,0.5352628 ,0.4093824 ,0.4094813 ,0.4340466 ,0.3238512 ,0.2972061 ,0.2710002 ,0.267559 ,0.2586029 ,0.2747734 ,0.2035712 ,0.1466932 ,0.1560137 ,0.1619728 ,0.2011988 ,0.09796309 ,0.07842929 ,0.02487909 ,0.05390318 ,0.03187674 ,0.03187674 ,0 ,0 ,0 ,0 ,0 ,0.01760152 ,0.03950444 ,0.03950444 ,0.02190292 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
3 ,3.878204 ,3.970705 ,4.155708 ,4.340711 ,4.525714 ,4.710717 ,4.7761 ,4.709574 ,4.56443 ,4.550015 ,4.675115 ,4.881524 ,5.049144 ,5.126803 ,5.007046 ,4.846336 ,4.444657 ,4.082081 ,3.890563 ,4.036845 ,4.137519 ,3.833135 ,3.475449 ,3.193913 ,3.052738 ,2.839148 ,2.802711 ,2.78813 ,2.54601 ,2.264591 ,2.019966 ,1.882723 ,1.797272 ,1.625522 ,1.696352 ,1.833939 ,1.905141 ,1.720744 ,1.232041 ,0.990972 ,0.8889134 ,0.7775342 ,0.7132119 ,0.7747233 ,0.6995001 ,0.4855892 ,0.3738536 ,0.3970478 ,0.4891367 ,0.3647965 ,0.3060878 ,0.2086796 ,0.196846 ,0.2146093 ,0.2663809 ,0.2035712 ,0.1466932 ,0.1206509 ,0.08504978 ,0.07072558 ,0.03560111 ,0.05762755 ,0.05762755 ,0.05390318 ,0.03187674 ,0.03187674 ,0 ,0 ,0 ,0 ,0.01995329 ,0.0555544 ,0.07745732 ,0.05750403 ,0.02190292 ,0 ,0 ,5.132944e-3 ,0.03170995 ,0.05677921 ,0.05853143 ,0.03195442 ,6.885167e-3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
4 ,3.871547 ,3.945548 ,4.093551 ,4.241553 ,4.389555 ,4.537557 ,4.67904 ,4.813332 ,4.951848 ,5.120326 ,5.298093 ,5.443754 ,5.302193 ,4.939641 ,4.688696 ,4.441099 ,4.296314 ,3.839464 ,3.681032 ,3.827173 ,3.944634 ,3.841456 ,3.446108 ,3.438905 ,3.155897 ,2.836132 ,2.521112 ,2.380091 ,2.213244 ,2.098696 ,2.047422 ,2.035955 ,1.836626 ,1.882322 ,1.804991 ,1.861483 ,1.595925 ,1.634944 ,1.243194 ,1.097743 ,0.8044313 ,0.7638576 ,0.774413 ,0.9199426 ,0.8008312 ,0.6245128 ,0.4610931 ,0.4681558 ,0.5464801 ,0.4443247 ,0.3482098 ,0.1632808 ,0.1350146 ,0.197332 ,0.2847047 ,0.2066786 ,0.1586854 ,0.1684826 ,0.1999857 ,0.1500604 ,0.111845 ,0.09037602 ,0.1136452 ,0.04902004 ,0.05894959 ,0.03568037 ,0.03195599 ,0 ,0 ,0 ,0.01995329 ,0.0555544 ,0.09115551 ,0.09855712 ,0.06295601 ,0.02735489 ,0 ,5.132944e-3 ,0.03170995 ,0.05677921 ,0.05853143 ,0.03195442 ,6.885167e-3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
5 ,3.838263 ,3.819763 ,3.782762 ,3.745762 ,3.708761 ,3.671761 ,3.786078 ,4.067258 ,4.511955 ,4.96322 ,5.318216 ,5.45767 ,5.234522 ,4.854026 ,4.857228 ,4.739845 ,4.634893 ,4.027489 ,3.858437 ,3.965633 ,4.015307 ,4.022179 ,3.626907 ,3.491787 ,3.080774 ,2.788302 ,2.413215 ,2.127737 ,2.01301 ,2.207736 ,2.207437 ,2.237731 ,1.824719 ,1.797128 ,1.447618 ,1.424333 ,1.32555 ,1.485168 ,1.244474 ,1.014673 ,0.7441069 ,0.7747354 ,0.757199 ,0.8523734 ,0.8222153 ,0.7059112 ,0.5107667 ,0.4288761 ,0.4972314 ,0.3916347 ,0.242081 ,0.07079963 ,0.1171769 ,0.197332 ,0.2591391 ,0.210718 ,0.1840017 ,0.1844783 ,0.2298719 ,0.1852962 ,0.2118627 ,0.124872 ,0.1215146 ,0.09074707 ,0.1227031 ,0.09943384 ,0.04648843 ,0.03211773 ,0.03211773 ,0.01758529 ,0.01995329 ,0.03795289 ,0.05165108 ,0.05905268 ,0.04105308 ,0.02735489 ,0 ,5.132944e-3 ,0.03170995 ,0.06731106 ,0.09777923 ,0.09808282 ,0.07532781 ,0.0397267 ,0.0128461 ,0 ,0 ,0 ,0 ,0 ,0 ,
6 ,3.841592 ,3.832341 ,3.813841 ,3.795341 ,3.776841 ,3.75834 ,3.949263 ,4.371121 ,4.940164 ,5.305952 ,5.411285 ,5.28979 ,4.909407 ,4.484203 ,4.650432 ,4.529605 ,4.466705 ,3.869453 ,3.880825 ,3.993444 ,3.858984 ,3.811034 ,3.461424 ,3.31239 ,2.911405 ,2.661501 ,2.519663 ,2.330289 ,2.406493 ,2.423113 ,2.373539 ,2.378689 ,2.143706 ,2.087576 ,1.561407 ,1.298307 ,1.274385 ,1.329575 ,1.294111 ,1.004757 ,0.8494973 ,0.8435839 ,0.8823895 ,0.8676354 ,0.8373784 ,0.6386841 ,0.5143008 ,0.4022521 ,0.4606383 ,0.3833313 ,0.2551527 ,0.1331202 ,0.1606813 ,0.1785159 ,0.1691207 ,0.1691207 ,0.1992825 ,0.1999974 ,0.2296394 ,0.1727614 ,0.2019422 ,0.101098 ,0.08876615 ,0.09074707 ,0.1227031 ,0.09943384 ,0.04648843 ,0.03211773 ,0.03211773 ,0.01758529 ,0 ,0 ,0.01369819 ,0.04105308 ,0.04105308 ,0.02735489 ,0 ,0 ,0 ,0.01053185 ,0.0392478 ,0.06612839 ,0.06844264 ,0.0397267 ,0.0128461 ,0 ,0 ,0 ,0 ,0 ,0 ,
7 ,3.861562 ,3.907813 ,4.000314 ,4.092816 ,4.185317 ,4.277818 ,4.469752 ,4.771333 ,5.055645 ,5.009555 ,4.750686 ,4.585514 ,4.463553 ,4.3245 ,4.370915 ,4.289742 ,4.446033 ,4.26445 ,4.359255 ,4.39938 ,4.106629 ,3.966849 ,3.778567 ,3.553748 ,2.924184 ,2.494603 ,2.480438 ,2.532017 ,2.537692 ,2.376406 ,2.259071 ,2.12645 ,1.998171 ,2.041469 ,1.667605 ,1.404172 ,1.356839 ,1.34823 ,1.365795 ,1.117134 ,1.024967 ,0.9772438 ,0.9332178 ,0.7334567 ,0.6388626 ,0.412943 ,0.3841752 ,0.2899766 ,0.2726503 ,0.2462959 ,0.1626001 ,0.2118489 ,0.2941798 ,0.2853012 ,0.1985689 ,0.129763 ,0.163432 ,0.144076 ,0.1579664 ,0.1154126 ,0.1474461 ,0.06834957 ,0.03274846 ,0.06375347 ,0.06739859 ,0.09327697 ,0.04405594 ,0.05799611 ,0.03211773 ,0.01758529 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.01053185 ,0.0392478 ,0.06612839 ,0.06844264 ,0.0397267 ,0.0128461 ,0 ,0 ,0 ,0 ,0 ,0 ,
8 ,3.86489 ,3.920391 ,4.031393 ,4.142395 ,4.253396 ,4.364398 ,4.505543 ,4.679928 ,4.746133 ,4.435895 ,3.937193 ,3.659837 ,3.710066 ,3.914398 ,4.154846 ,4.168697 ,4.16714 ,3.944983 ,4.01367 ,4.135224 ,4.020778 ,4.005236 ,3.936435 ,3.704577 ,3.033784 ,2.502845 ,2.541555 ,2.66266 ,2.733217 ,2.418492 ,2.238256 ,1.883928 ,1.755549 ,1.77768 ,1.70065 ,1.517403 ,1.488354 ,1.402308 ,1.420143 ,1.092141 ,0.9687249 ,0.7802299 ,0.8220815 ,0.6162275 ,0.5640006 ,0.3297052 ,0.3716985 ,0.4075963 ,0.3538373 ,0.3201714 ,0.204412 ,0.2919328 ,0.3198464 ,0.3020862 ,0.1797527 ,0.09416189 ,0.1135067 ,0.09367404 ,0.09967017 ,0.04481398 ,0.0474283 ,0.03385363 ,0.04814832 ,0.04902004 ,0.03063872 ,0.03324787 ,0.0295235 ,0.02587838 ,0 ,0 ,0.01995329 ,0.03795289 ,0.03795289 ,0.01799959 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
9 ,3.868219 ,3.93297 ,4.062472 ,4.191974 ,4.321476 ,4.450978 ,4.643249 ,4.904737 ,5.051203 ,4.709657 ,4.059306 ,3.545168 ,3.447094 ,3.623505 ,3.948453 ,4.032495 ,4.124357 ,3.867192 ,3.757873 ,3.694903 ,3.704347 ,3.853723 ,3.891834 ,3.698933 ,3.148031 ,2.597314 ,2.521811 ,2.505931 ,2.504612 ,2.302408 ,2.1817 ,1.896633 ,1.729003 ,1.721789 ,1.770425 ,1.484373 ,1.258305 ,1.069315 ,1.050814 ,0.8099834 ,0.7943609 ,0.730705 ,0.8608508 ,0.5927341 ,0.4694039 ,0.327866 ,0.4073985 ,0.5037112 ,0.4033744 ,0.3421473 ,0.2370764 ,0.2905776 ,0.2936663 ,0.2491898 ,0.2074537 ,0.1210351 ,0.1601435 ,0.1047097 ,0.1144652 ,0.02198602 ,0.02745299 ,0.04975818 ,0.07302741 ,0.07104648 ,0.06259471 ,0.06520387 ,0.06147949 ,0.02587838 ,0 ,0.020778 ,0.05637911 ,0.0743787 ,0.0536007 ,0.01799959 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
