conotool csv
//HEADER//
invert,0
maxtheta,90 
maxphi,359 
thetastep,1 
phistep,1 
source,Autronics
filename,@Detector_Ang20410.csv
commondata,yes
datatype,Luminance
spotsize,N/A
spotinpower,N/A
//BODY//
Phi\Theta,0 ,1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23 ,24 ,25 ,26 ,27 ,28 ,29 ,30 ,31 ,32 ,33 ,34 ,35 ,36 ,37 ,38 ,39 ,40 ,41 ,42 ,43 ,44 ,45 ,46 ,47 ,48 ,49 ,50 ,51 ,52 ,53 ,54 ,55 ,56 ,57 ,58 ,59 ,60 ,61 ,62 ,63 ,64 ,65 ,66 ,67 ,68 ,69 ,70 ,71 ,72 ,73 ,74 ,75 ,76 ,77 ,78 ,79 ,80 ,81 ,82 ,83 ,84 ,85 ,86 ,87 ,88 ,89 ,90 ,
0 ,0.01497775 ,0.0566034 ,0.1398547 ,0.223106 ,0.3063573 ,0.3896086 ,0.4285853 ,0.4187396 ,0.4289361 ,0.6194037 ,0.8864473 ,1.009163 ,0.9720668 ,0.9054094 ,0.9352874 ,0.9203434 ,0.8015279 ,0.6413229 ,0.5453274 ,0.5573395 ,0.5415035 ,0.4376068 ,0.4566236 ,0.5166543 ,0.6928023 ,0.6258208 ,0.6166788 ,0.5211046 ,0.6625939 ,0.814522 ,0.8563785 ,0.6565556 ,0.458963 ,0.6201205 ,0.7947252 ,1.005468 ,0.937779 ,0.9477943 ,0.8939883 ,0.9020914 ,0.9721099 ,0.8791862 ,0.8959634 ,0.9554155 ,1.062071 ,1.107195 ,0.9315876 ,1.083925 ,1.07173 ,0.9448022 ,0.7125668 ,0.6292042 ,0.8151155 ,0.7748462 ,1.023832 ,0.8972509 ,1.155657 ,0.9560315 ,1.000383 ,0.9821125 ,0.9874639 ,1.077644 ,0.8859251 ,0.8282445 ,0.7770595 ,0.7567397 ,0.7567397 ,0.8432786 ,0.8612592 ,0.8257222 ,0.7681227 ,0.7889597 ,0.9066859 ,1.034974 ,0.9874129 ,0.9773869 ,0.8292541 ,0.7777115 ,0.6386105 ,0.549986 ,0.5095405 ,0.4031925 ,0.2938522 ,0.2220245 ,0.2102623 ,0.2458812 ,0.3248689 ,0.4038567 ,0.4828445 ,0.5618322 ,0.6013261 ,
1 ,0.01664195 ,0.06289267 ,0.1553941 ,0.2478955 ,0.340397 ,0.4328984 ,0.4846989 ,0.4916175 ,0.4995641 ,0.6265425 ,0.8134928 ,0.9256768 ,0.8816291 ,0.7570673 ,0.6754101 ,0.6135623 ,0.5343519 ,0.4275486 ,0.3946487 ,0.4444114 ,0.5107848 ,0.5184834 ,0.5250078 ,0.5236986 ,0.6323877 ,0.7228885 ,0.7635308 ,0.6141707 ,0.6356914 ,0.7436916 ,0.7935237 ,0.5979587 ,0.4483798 ,0.5619128 ,0.7139171 ,0.88103 ,0.846396 ,0.8364596 ,0.8276082 ,0.8245622 ,0.8710411 ,0.8321003 ,0.8351463 ,0.8896563 ,0.9018655 ,1.001312 ,0.8647217 ,0.9538728 ,0.8983336 ,0.7995702 ,0.6305207 ,0.6054042 ,0.8381794 ,0.9448498 ,1.165232 ,1.043212 ,1.105172 ,0.9367257 ,0.9603346 ,0.871602 ,0.9076798 ,1.000908 ,0.9490499 ,0.8703989 ,0.8054811 ,0.7782082 ,0.7791207 ,0.8940753 ,0.9726341 ,0.976257 ,0.879935 ,0.8624576 ,1.010558 ,1.212424 ,1.078205 ,0.9580339 ,0.7128508 ,0.7101966 ,0.5693538 ,0.4839925 ,0.4857448 ,0.4330062 ,0.3396719 ,0.2274697 ,0.1658671 ,0.1639208 ,0.2165793 ,0.2692378 ,0.3218963 ,0.3745548 ,0.4008841 ,
2 ,0.01331356 ,0.05031413 ,0.1243153 ,0.1983164 ,0.2723176 ,0.3463187 ,0.4871266 ,0.7016036 ,0.94633 ,1.081389 ,1.080719 ,0.9607763 ,0.806733 ,0.6478951 ,0.5268024 ,0.5111267 ,0.5107149 ,0.4914212 ,0.4479503 ,0.4179404 ,0.4367408 ,0.4981553 ,0.5215422 ,0.5562436 ,0.5831017 ,0.6900377 ,0.6666692 ,0.5371698 ,0.5666135 ,0.7236111 ,0.7677454 ,0.6456603 ,0.6189107 ,0.6700661 ,0.7573332 ,0.8723778 ,0.8867659 ,0.8710376 ,0.7739525 ,0.7463355 ,0.7047988 ,0.6976491 ,0.6673256 ,0.7703738 ,0.7237878 ,0.8802381 ,0.8470162 ,0.8079782 ,0.7560585 ,0.5773244 ,0.572053 ,0.7045701 ,0.9513942 ,1.218356 ,1.234526 ,1.310156 ,1.166177 ,1.210383 ,1.038374 ,1.03968 ,0.9044106 ,1.087539 ,1.024175 ,0.9998477 ,0.8769861 ,0.8345922 ,0.8401416 ,0.9222791 ,0.9899831 ,0.9585862 ,0.8275241 ,0.838105 ,1.035966 ,1.306419 ,1.288315 ,1.07142 ,0.7896244 ,0.7399223 ,0.6524935 ,0.5667538 ,0.5327812 ,0.5333086 ,0.469672 ,0.3064277 ,0.1847175 ,0.1448816 ,0.1799873 ,0.215093 ,0.2501987 ,0.2853043 ,0.3028572 ,
3 ,9.98517e-3 ,0.0377356 ,0.09323646 ,0.1487373 ,0.2042382 ,0.259739 ,0.3748995 ,0.5558479 ,0.744061 ,0.7813378 ,0.7096579 ,0.6551176 ,0.6288906 ,0.5830432 ,0.5209028 ,0.4773611 ,0.4261556 ,0.3565466 ,0.3793003 ,0.4352165 ,0.5225044 ,0.6700412 ,0.6743186 ,0.6027896 ,0.4241556 ,0.5710784 ,0.6140889 ,0.5702334 ,0.6293764 ,0.7573877 ,0.8291476 ,0.8180844 ,0.8163361 ,0.8179382 ,0.7230909 ,0.8489518 ,0.8692059 ,0.9660729 ,0.806637 ,0.7100905 ,0.6220749 ,0.7552263 ,0.7804569 ,0.6885288 ,0.5459266 ,0.7117256 ,0.8131555 ,0.733271 ,0.6192865 ,0.4841936 ,0.4574726 ,0.7194378 ,0.9874617 ,1.343596 ,1.219342 ,1.336559 ,1.115876 ,1.16175 ,0.9564508 ,1.025334 ,0.9510409 ,0.9593515 ,0.9125419 ,0.9716993 ,0.9541632 ,0.9131639 ,0.9149889 ,0.9930508 ,1.009668 ,0.9011143 ,0.6793273 ,0.6689963 ,0.8618249 ,1.070166 ,1.02245 ,0.8925528 ,0.8180308 ,0.8699406 ,0.7777019 ,0.6524935 ,0.561089 ,0.5078551 ,0.4395901 ,0.3342731 ,0.2726704 ,0.2707241 ,0.3233826 ,0.3760411 ,0.4286996 ,0.4813582 ,0.5076874 ,
4 ,6.65678e-3 ,0.02515707 ,0.06215764 ,0.09915822 ,0.1361588 ,0.1731594 ,0.2754118 ,0.449619 ,0.6440369 ,0.706287 ,0.6523656 ,0.5659 ,0.5340167 ,0.5492093 ,0.6176254 ,0.6343122 ,0.5973149 ,0.6007015 ,0.6842775 ,0.7208059 ,0.6846043 ,0.6549154 ,0.6211748 ,0.5303305 ,0.4560137 ,0.4641566 ,0.4737598 ,0.4609941 ,0.6618678 ,0.8587875 ,0.9017593 ,0.9932022 ,1.091283 ,1.070914 ,0.9633327 ,0.9714977 ,1.088793 ,1.171259 ,0.9585882 ,0.7721346 ,0.611733 ,0.6682391 ,0.7172567 ,0.58573 ,0.5732241 ,0.6339069 ,0.8543469 ,0.7868693 ,0.7841392 ,0.745146 ,0.7860897 ,1.115005 ,1.153526 ,1.260388 ,0.9998641 ,1.141528 ,1.171628 ,1.16661 ,1.004731 ,1.107613 ,1.071535 ,1.019309 ,0.825343 ,0.825343 ,0.912443 ,0.88517 ,0.9789009 ,0.9390034 ,0.9292806 ,0.8563278 ,0.6842827 ,0.6822923 ,0.7573307 ,0.8058483 ,0.7787268 ,0.7868258 ,0.8960473 ,0.9148932 ,0.7578238 ,0.6445968 ,0.6698083 ,0.7149608 ,0.6763935 ,0.5200344 ,0.3983242 ,0.3584883 ,0.393594 ,0.4286996 ,0.4638053 ,0.498911 ,0.5164638 ,
5 ,3.32839e-3 ,0.01257853 ,0.03107882 ,0.04957911 ,0.06807939 ,0.08657968 ,0.1377059 ,0.2248095 ,0.352525 ,0.4960301 ,0.6203531 ,0.6764451 ,0.6910333 ,0.6771657 ,0.6049152 ,0.4881491 ,0.3903382 ,0.4935629 ,0.6566845 ,0.7355297 ,0.6887707 ,0.6927977 ,0.7238276 ,0.6275816 ,0.5795221 ,0.5473964 ,0.6074629 ,0.5649061 ,0.6671553 ,0.9274989 ,0.9898418 ,1.105756 ,0.9634274 ,0.946424 ,0.9292441 ,1.00037 ,1.075468 ,1.031258 ,0.9873448 ,0.8806961 ,0.8300657 ,0.7014165 ,0.7095553 ,0.509673 ,0.6464367 ,0.5881096 ,0.8456477 ,0.7799875 ,0.9341412 ,0.9590386 ,0.9892955 ,1.142677 ,1.156021 ,1.182737 ,1.132559 ,1.109778 ,1.154264 ,0.8859382 ,0.8721218 ,0.8275462 ,0.9566334 ,0.7679622 ,0.752273 ,0.7355312 ,0.9330796 ,0.9026968 ,0.9323092 ,0.8711812 ,0.8952571 ,0.9293983 ,0.8504462 ,0.8094185 ,0.7409275 ,0.6427351 ,0.5471108 ,0.6608226 ,0.8424554 ,0.8981418 ,0.7195406 ,0.5735089 ,0.5430408 ,0.5078551 ,0.4395901 ,0.3332822 ,0.2589868 ,0.2326458 ,0.2501987 ,0.2677515 ,0.2853043 ,0.3028572 ,0.3116336 ,
6 ,6.65678e-3 ,0.02515707 ,0.06215764 ,0.09915822 ,0.1361588 ,0.1731594 ,0.249933 ,0.3705653 ,0.5141186 ,0.6055654 ,0.6318987 ,0.6015251 ,0.6025361 ,0.6090769 ,0.5040114 ,0.4423691 ,0.4091485 ,0.5626885 ,0.6945219 ,0.7571538 ,0.7034519 ,0.6665939 ,0.5995763 ,0.5958933 ,0.6571233 ,0.6898609 ,0.7068735 ,0.5947905 ,0.6614385 ,0.8884415 ,0.9530621 ,0.9285912 ,0.7666116 ,0.7184997 ,0.8118954 ,0.7957611 ,0.8503765 ,0.8264817 ,0.9071379 ,0.9074472 ,0.9839918 ,0.8025728 ,0.8123138 ,0.6650034 ,0.863802 ,0.7782496 ,0.8865129 ,0.7672037 ,0.9714379 ,1.066081 ,1.185377 ,1.294255 ,1.216875 ,1.163436 ,0.9935451 ,0.9175502 ,1.07386 ,0.9529565 ,1.055662 ,0.9173011 ,0.9600302 ,0.9165348 ,0.9465187 ,0.8179026 ,0.8106123 ,0.7529566 ,0.9166121 ,0.8518391 ,0.8507069 ,0.8783118 ,0.8349608 ,0.7742154 ,0.6756168 ,0.6047793 ,0.5391666 ,0.5713729 ,0.6348344 ,0.6806429 ,0.6843618 ,0.7148862 ,0.7488588 ,0.6611263 ,0.4972127 ,0.3054368 ,0.1710338 ,0.1068033 ,0.1068033 ,0.1068033 ,0.1068033 ,0.1068033 ,0.1068033 ,
7 ,6.65678e-3 ,0.02515707 ,0.06215764 ,0.09915822 ,0.1361588 ,0.1731594 ,0.2626724 ,0.4100921 ,0.5824674 ,0.6718025 ,0.6713483 ,0.6121528 ,0.6208421 ,0.6629841 ,0.5935196 ,0.5491724 ,0.450538 ,0.479374 ,0.5154488 ,0.5784457 ,0.6195752 ,0.7321918 ,0.744854 ,0.7710436 ,0.7148416 ,0.8361268 ,0.8387129 ,0.743907 ,0.6776769 ,0.9370569 ,1.013957 ,0.9842575 ,0.640547 ,0.5727096 ,0.5470449 ,0.6148383 ,0.6687235 ,0.7727097 ,0.8347276 ,0.8428663 ,0.9702415 ,1.007946 ,1.014826 ,0.8725788 ,0.8615938 ,0.7808908 ,0.731586 ,0.7619418 ,0.9863492 ,1.11805 ,1.034354 ,1.122859 ,1.09221 ,1.27923 ,1.093168 ,1.055171 ,1.014069 ,1.024342 ,1.053947 ,1.006044 ,1.005806 ,0.9837792 ,0.9871366 ,0.8277529 ,0.7502662 ,0.7379343 ,0.9409153 ,1.003536 ,0.8967324 ,0.7878877 ,0.7136716 ,0.7136716 ,0.6584174 ,0.5997669 ,0.5958733 ,0.5258616 ,0.5151973 ,0.5598249 ,0.7057129 ,0.7622751 ,0.6491636 ,0.4540206 ,0.2604093 ,0.1206664 ,0.05906377 ,0.05711744 ,0.109776 ,0.1624345 ,0.215093 ,0.2677515 ,0.2940807 ,
8 ,9.98517e-3 ,0.0377356 ,0.09323646 ,0.1487373 ,0.2042382 ,0.259739 ,0.3366812 ,0.4372673 ,0.5593524 ,0.6778842 ,0.7576847 ,0.7545812 ,0.7778588 ,0.8365184 ,0.8316356 ,0.7584114 ,0.5373692 ,0.4790959 ,0.5036524 ,0.5917981 ,0.7675884 ,0.8704638 ,0.7928299 ,0.6304566 ,0.4711666 ,0.64088 ,0.7513664 ,0.8763544 ,0.8793053 ,0.8971558 ,0.9262227 ,0.9242817 ,0.8067785 ,0.6428858 ,0.5764657 ,0.5337139 ,0.6714922 ,0.8175986 ,0.8790773 ,0.8236887 ,0.8527637 ,1.120081 ,1.115961 ,1.0321 ,0.8639543 ,0.9268265 ,0.7726565 ,0.8042363 ,0.8032877 ,0.9751885 ,0.916407 ,1.020141 ,1.030918 ,1.06659 ,0.9611258 ,0.9363136 ,1.015982 ,1.09722 ,1.160564 ,1.098756 ,1.063154 ,1.054981 ,1.070671 ,0.8438091 ,0.6951203 ,0.6445781 ,0.850371 ,0.8954061 ,0.77888 ,0.6842771 ,0.6632474 ,0.71645 ,0.7664128 ,0.8362906 ,0.7791944 ,0.5831877 ,0.459982 ,0.5960141 ,0.7689745 ,0.8055442 ,0.6871759 ,0.571764 ,0.4533604 ,0.3347685 ,0.2795123 ,0.2897633 ,0.3599746 ,0.430186 ,0.5003973 ,0.5706087 ,0.6057143 ,
9 ,9.98517e-3 ,0.0377356 ,0.09323646 ,0.1487373 ,0.2042382 ,0.259739 ,0.3239418 ,0.3977404 ,0.4910037 ,0.6116471 ,0.7093138 ,0.7046585 ,0.6846567 ,0.7038243 ,0.7607372 ,0.7225057 ,0.5796895 ,0.5253952 ,0.5066717 ,0.4962194 ,0.6260514 ,0.7723779 ,0.8201005 ,0.6879266 ,0.5473798 ,0.624921 ,0.6923968 ,0.8612404 ,0.905694 ,0.9113119 ,0.9691669 ,0.9979351 ,0.9730101 ,0.919607 ,0.7851193 ,0.7299751 ,0.6846202 ,0.8882905 ,0.9500387 ,0.9688983 ,0.9036317 ,1.134481 ,1.063622 ,0.9450686 ,0.768141 ,0.7559803 ,0.7476499 ,0.8508275 ,0.8654829 ,1.096675 ,0.9578101 ,1.061052 ,0.969624 ,1.076434 ,1.089089 ,1.11187 ,1.129702 ,1.17988 ,1.130388 ,1.06816 ,1.150243 ,1.064909 ,1.05454 ,0.8065777 ,0.8358944 ,0.8470116 ,0.9281094 ,0.9379739 ,0.8214479 ,0.7143539 ,0.7171524 ,0.7531516 ,0.8008645 ,0.8738384 ,0.7996424 ,0.6397437 ,0.5247843 ,0.6797208 ,0.7806479 ,0.731478 ,0.5791372 ,0.5165756 ,0.4710656 ,0.4008543 ,0.3597858 ,0.3584883 ,0.393594 ,0.4286996 ,0.4638053 ,0.498911 ,0.5164638 ,
