conotool csv
//HEADER//
invert,0
maxtheta,90 
maxphi,359 
thetastep,1 
phistep,1 
source,Autronics
filename,@Detector_Ang10240.csv
commondata,yes
datatype,Luminance
spotsize,N/A
spotinpower,N/A
//BODY//
Phi\Theta,0 ,1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23 ,24 ,25 ,26 ,27 ,28 ,29 ,30 ,31 ,32 ,33 ,34 ,35 ,36 ,37 ,38 ,39 ,40 ,41 ,42 ,43 ,44 ,45 ,46 ,47 ,48 ,49 ,50 ,51 ,52 ,53 ,54 ,55 ,56 ,57 ,58 ,59 ,60 ,61 ,62 ,63 ,64 ,65 ,66 ,67 ,68 ,69 ,70 ,71 ,72 ,73 ,74 ,75 ,76 ,77 ,78 ,79 ,80 ,81 ,82 ,83 ,84 ,85 ,86 ,87 ,88 ,89 ,90 ,
0 ,3.54448 ,3.599981 ,3.710983 ,3.821985 ,3.932986 ,4.043988 ,4.159654 ,4.280464 ,4.33987 ,4.221155 ,4.074261 ,4.17702 ,4.471124 ,4.648711 ,4.241791 ,3.842949 ,3.669808 ,3.730054 ,3.471509 ,3.132091 ,2.991045 ,2.849292 ,2.525117 ,2.377188 ,1.91989 ,1.663556 ,1.427918 ,1.657343 ,1.491074 ,1.242414 ,1.029644 ,1.26858 ,1.140325 ,1.072493 ,0.8368082 ,0.7784076 ,0.6368959 ,0.5999695 ,0.5861929 ,0.659085 ,0.5549471 ,0.5417731 ,0.540829 ,0.447199 ,0.286994 ,0.06212337 ,0.05340167 ,0.05340167 ,0.1806765 ,0.2220182 ,0.1686165 ,0.08065061 ,0.03930892 ,0.03930892 ,0 ,0 ,0.03191537 ,0.03191537 ,0.05269549 ,0.07418179 ,0.1233045 ,0.1228864 ,0.08798253 ,0.03885983 ,0.06643182 ,0.04793399 ,0.04793399 ,0.02702373 ,0.05025173 ,0.05025173 ,0.02322799 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
1 ,3.551137 ,3.625138 ,3.773141 ,3.921143 ,4.069145 ,4.217147 ,4.396848 ,4.611502 ,4.748354 ,4.585844 ,4.256119 ,4.062125 ,4.222433 ,4.478283 ,4.307531 ,3.984087 ,3.669835 ,3.563415 ,3.365356 ,3.136099 ,2.930436 ,2.685051 ,2.358488 ,2.429198 ,2.033102 ,1.809266 ,1.463207 ,1.618071 ,1.50065 ,1.252539 ,1.010144 ,1.064909 ,0.9794052 ,0.9991307 ,0.8170163 ,0.7424815 ,0.593525 ,0.5518516 ,0.5338846 ,0.5384301 ,0.4761242 ,0.4405231 ,0.4738925 ,0.3816859 ,0.2392815 ,0.116593 ,0.1405651 ,0.170822 ,0.186309 ,0.186309 ,0.1293327 ,0.08008391 ,0.05287529 ,0.07070989 ,0.03510878 ,0.03271241 ,0.04159724 ,0.07696003 ,0.08481731 ,0.08481731 ,0.08220299 ,0.08192424 ,0.05865502 ,0.02590655 ,0.04428788 ,0.03195599 ,0.03195599 ,0.01801582 ,0.03350115 ,0.03350115 ,0.01548533 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
2 ,3.567779 ,3.688031 ,3.928535 ,4.169038 ,4.409542 ,4.650046 ,4.843328 ,4.984539 ,4.934404 ,4.505634 ,3.98066 ,3.888648 ,4.239044 ,4.560897 ,4.161789 ,3.808614 ,3.580344 ,3.522646 ,3.172086 ,2.9471 ,2.947401 ,3.008868 ,2.92891 ,2.823007 ,2.45571 ,2.034836 ,1.716619 ,1.713631 ,1.544478 ,1.319802 ,1.125261 ,1.08148 ,1.061829 ,0.9048373 ,0.8072971 ,0.6934193 ,0.6815027 ,0.6502083 ,0.5521876 ,0.4665166 ,0.4028269 ,0.3994872 ,0.4188108 ,0.3316675 ,0.2371722 ,0.1978925 ,0.2349907 ,0.2777534 ,0.2348542 ,0.1643804 ,0.1038666 ,0.07924221 ,0.07959472 ,0.09742617 ,0.08739069 ,0.1029827 ,0.1068469 ,0.1168824 ,0.128499 ,0.08017676 ,0.07732412 ,0.04172301 ,0.07928691 ,0.0539872 ,0.08594319 ,0.03940474 ,0.03195599 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8.720517e-3 ,0.03147553 ,0.0665812 ,0.08711541 ,0.08776419 ,0.07021135 ,0.05265851 ,0.03510567 ,0.01755284 ,8.776419e-3 ,
3 ,3.537824 ,3.574824 ,3.648825 ,3.722826 ,3.796828 ,3.870829 ,4.049855 ,4.344694 ,4.608094 ,4.487084 ,4.103569 ,3.791184 ,3.78581 ,3.861089 ,3.605893 ,3.366245 ,3.127587 ,3.059954 ,2.902475 ,2.81076 ,2.777874 ,2.781749 ,2.775503 ,2.687769 ,2.450419 ,2.296363 ,1.996735 ,1.856775 ,1.473987 ,1.351493 ,1.294522 ,1.142334 ,1.076658 ,0.7761338 ,0.7385131 ,0.5641731 ,0.5412629 ,0.6029712 ,0.5933164 ,0.6009912 ,0.5254373 ,0.4429798 ,0.4310072 ,0.3121391 ,0.2972321 ,0.2711318 ,0.2687525 ,0.3417721 ,0.2651111 ,0.1946373 ,0.1038666 ,0.05303626 ,0.05338877 ,0.07122022 ,0.08739069 ,0.1089788 ,0.1484442 ,0.1940808 ,0.2214489 ,0.1375256 ,0.06632335 ,0.02254921 ,0.09571423 ,0.1068874 ,0.09331268 ,0.01117312 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.297859e-3 ,0.02920116 ,0.04760625 ,0.04630839 ,0.01840509 ,0 ,0 ,8.720517e-3 ,0.03147553 ,0.0665812 ,0.08711541 ,0.08776419 ,0.07021135 ,0.05265851 ,0.03510567 ,0.01755284 ,8.776419e-3 ,
4 ,3.551137 ,3.625138 ,3.773141 ,3.921143 ,4.069145 ,4.217147 ,4.396848 ,4.611502 ,4.728016 ,4.490586 ,4.089743 ,3.930778 ,3.981935 ,3.955272 ,3.549256 ,3.278051 ,3.167017 ,3.121064 ,2.85024 ,2.633824 ,2.674855 ,2.880763 ,2.978532 ,2.660659 ,2.443338 ,2.195156 ,1.987513 ,1.826547 ,1.461463 ,1.341131 ,1.275347 ,1.248195 ,1.291223 ,0.9118004 ,0.8539702 ,0.5622674 ,0.5939725 ,0.7348874 ,0.8321046 ,0.8126263 ,0.5709354 ,0.4595561 ,0.3920294 ,0.3048861 ,0.3364662 ,0.270934 ,0.2724311 ,0.2742485 ,0.2897355 ,0.2112217 ,0.1115693 ,0.03611459 ,0.09892432 ,0.09892117 ,0.1150916 ,0.08226256 ,0.1484442 ,0.158718 ,0.1860862 ,0.1021628 ,0.09907181 ,0.05529767 ,0.1284627 ,0.1068874 ,0.09331268 ,0.01117312 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.595717e-3 ,0.05840232 ,0.0952125 ,0.09261678 ,0.03681018 ,0 ,0 ,8.720517e-3 ,0.03147553 ,0.0665812 ,0.08711541 ,0.08776419 ,0.07021135 ,0.05265851 ,0.03510567 ,0.01755284 ,8.776419e-3 ,
5 ,3.517853 ,3.499353 ,3.462352 ,3.425352 ,3.388351 ,3.351351 ,3.593062 ,4.142117 ,4.780123 ,4.860645 ,4.431508 ,3.81849 ,3.488746 ,3.360563 ,3.233194 ,3.1626 ,3.01276 ,2.882484 ,2.62337 ,2.450001 ,2.498674 ,2.702644 ,2.970405 ,2.782497 ,2.518946 ,2.244498 ,1.926587 ,1.804825 ,1.381691 ,1.358222 ,1.159152 ,1.159343 ,1.123995 ,1.002111 ,0.889516 ,0.7739096 ,0.6619787 ,0.8315331 ,0.777764 ,0.7859028 ,0.5618159 ,0.49816 ,0.4469108 ,0.4023701 ,0.4216421 ,0.3579493 ,0.2633526 ,0.2117188 ,0.2143898 ,0.1726839 ,0.1442337 ,0.07975569 ,0.1345254 ,0.07220489 ,0.06280973 ,0.02398452 ,0.1025582 ,0.1737605 ,0.2209782 ,0.1869801 ,0.1485263 ,0.1044735 ,0.1078308 ,0.07880671 ,0.05165737 ,3.724374e-3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.595717e-3 ,0.05840232 ,0.0952125 ,0.09261678 ,0.03681018 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
6 ,3.551137 ,3.625138 ,3.773141 ,3.921143 ,4.069145 ,4.217147 ,4.422327 ,4.690556 ,4.864714 ,4.62306 ,4.141879 ,3.834148 ,3.812165 ,3.850248 ,3.706393 ,3.52879 ,3.401578 ,3.148584 ,2.791434 ,2.559367 ,2.616184 ,2.761783 ,2.996283 ,2.909777 ,2.684913 ,2.123736 ,1.808454 ,1.718928 ,1.523956 ,1.246859 ,1.030138 ,1.071832 ,1.153886 ,1.166871 ,1.079941 ,0.91825 ,0.7221973 ,0.745045 ,0.682562 ,0.6771599 ,0.4425883 ,0.3943945 ,0.3044981 ,0.3202818 ,0.3504399 ,0.3241875 ,0.2793367 ,0.1671891 ,0.118772 ,0.09852239 ,0.1394677 ,0.1242385 ,0.1434071 ,0.07220489 ,0.06280973 ,0.01798839 ,0.0822379 ,0.117839 ,0.1354517 ,0.1068033 ,0.1068033 ,0.1068033 ,0.08353411 ,0.047933 ,0.01233189 ,9.722728e-3 ,0.0307914 ,0.0307914 ,0.02106867 ,0 ,0 ,0 ,0 ,0 ,1.297859e-3 ,0.02920116 ,0.04760625 ,0.04630839 ,0.01840509 ,0.01053185 ,0.0392478 ,0.06612839 ,0.06844264 ,0.0397267 ,0.0128461 ,0 ,0 ,0 ,0 ,0 ,0 ,
7 ,3.557794 ,3.650295 ,3.835298 ,4.020301 ,4.205304 ,4.390307 ,4.506647 ,4.547272 ,4.449623 ,4.177028 ,3.821124 ,3.563279 ,3.401072 ,3.264939 ,3.160577 ,3.009016 ,2.88702 ,2.586496 ,2.388863 ,2.426881 ,2.740748 ,3.005981 ,3.142062 ,2.887208 ,2.46871 ,2.027925 ,1.92625 ,1.950622 ,1.769248 ,1.32302 ,1.095461 ,1.009841 ,0.9832918 ,0.9545811 ,0.8714584 ,0.9429174 ,0.7802671 ,0.6945415 ,0.462566 ,0.4735962 ,0.4037778 ,0.3669404 ,0.2979698 ,0.354418 ,0.3914411 ,0.3342848 ,0.1884451 ,0.1350929 ,0.09949181 ,0.1424044 ,0.2581638 ,0.2225627 ,0.1513605 ,8.884829e-3 ,0.04448594 ,0.06247433 ,0.117839 ,0.1180773 ,0.1574378 ,0.1287894 ,0.09580257 ,0.07405487 ,0.05078564 ,0.047933 ,0.01233189 ,9.722728e-3 ,0.0307914 ,0.0307914 ,0.02106867 ,0 ,0 ,0 ,0 ,8.246217e-3 ,0.04254947 ,0.05024728 ,0.04200106 ,7.697811e-3 ,0 ,0.01053185 ,0.0392478 ,0.07484891 ,0.09991817 ,0.1063079 ,0.09996151 ,0.08776419 ,0.07021135 ,0.05265851 ,0.03510567 ,0.01755284 ,8.776419e-3 ,
8 ,3.594406 ,3.788659 ,4.177165 ,4.565671 ,4.954177 ,5.342683 ,5.486357 ,5.360048 ,4.948308 ,4.469957 ,4.070416 ,3.934066 ,3.841039 ,3.676817 ,3.485169 ,3.409059 ,3.195817 ,2.683479 ,2.249959 ,2.344596 ,2.840898 ,3.074353 ,2.877068 ,2.438152 ,2.167059 ,2.026342 ,2.090571 ,1.96184 ,1.79634 ,1.336716 ,1.216239 ,1.174737 ,1.082335 ,0.8565387 ,0.7282151 ,0.6879622 ,0.7333253 ,0.6076963 ,0.5712283 ,0.5024535 ,0.3865493 ,0.3421655 ,0.3215831 ,0.4700805 ,0.4166294 ,0.3660096 ,0.2240463 ,0.2116394 ,0.1760382 ,0.1753098 ,0.2234044 ,0.1615974 ,0.1068276 ,0.05338877 ,0.1051603 ,0.132369 ,0.132369 ,0.07167887 ,0.07957315 ,0.04397204 ,0.04920069 ,0.04975818 ,0.04975818 ,0.04405289 ,0 ,9.722728e-3 ,0.0307914 ,0.0307914 ,0.02106867 ,0 ,0 ,0 ,0 ,8.246217e-3 ,0.04254947 ,0.05024728 ,0.04200106 ,7.697811e-3 ,0 ,0.01053185 ,0.0392478 ,0.07484891 ,0.09991817 ,0.1063079 ,0.09996151 ,0.08776419 ,0.07021135 ,0.05265851 ,0.03510567 ,0.01755284 ,8.776419e-3 ,
9 ,3.601063 ,3.813816 ,4.239323 ,4.664829 ,5.090336 ,5.515843 ,5.647114 ,5.453925 ,4.963647 ,4.516605 ,4.117051 ,3.70113 ,3.297637 ,3.053358 ,3.246816 ,3.469168 ,3.337148 ,2.817463 ,2.420873 ,2.496487 ,2.830983 ,2.936477 ,2.656987 ,2.288945 ,2.163398 ,2.046217 ,1.946997 ,1.749899 ,1.711603 ,1.523559 ,1.321348 ,1.202404 ,1.074301 ,0.8154734 ,0.7330239 ,0.7370226 ,0.8777298 ,0.7065633 ,0.5370761 ,0.3231601 ,0.2567027 ,0.2545993 ,0.3104968 ,0.4749352 ,0.3790179 ,0.3798844 ,0.2866482 ,0.3026808 ,0.3118182 ,0.1969749 ,0.2522189 ,0.143834 ,0.1246654 ,0.05338877 ,0.1051603 ,0.1383651 ,0.1952431 ,0.1699158 ,0.171814 ,0.07933483 ,0.04634804 ,0.03845376 ,0.05078564 ,0.07980973 ,0.07616462 ,0.06383273 ,0.03195599 ,0 ,0 ,0 ,0 ,0 ,0 ,8.246217e-3 ,0.04254947 ,0.05024728 ,0.04200106 ,7.697811e-3 ,0 ,0 ,0 ,8.720517e-3 ,0.03147553 ,0.0665812 ,0.08711541 ,0.08776419 ,0.07021135 ,0.05265851 ,0.03510567 ,0.01755284 ,8.776419e-3 ,
